pid,bc,dir,yds,succ,kne
702275,EL-0010,LT,4,0,0
702278,AP-0700,MD,4,1,0
702285,RC-1500,RT,1,0,0
702289,AP-0700,LE,5,1,0
702290,AP-0700,RT,4,1,0
702291,AP-0700,RG,2,1,0
702303,EL-0010,LE,9,1,0
702309,AP-0700,LT,-2,0,0
702315,EL-0010,LG,-1,0,0
702317,EL-0010,LE,12,1,0
702320,AR-1300,LE,9,1,0
702321,JS-6200,RT,-2,0,0
702324,JS-6200,LG,1,0,0
702325,AP-0700,MD,4,1,0
702327,AP-0700,RG,5,1,0
702328,JM-3450,MD,2,0,0
702333,JS-6200,RE,1,0,0
702334,JS-6200,LE,5,0,0
702338,JS-6200,RE,2,0,0
702342,JS-6200,RE,-6,0,0
702343,AR-1300,MD,10,1,0
702346,CP-0750,RE,-2,0,0
702347,JM-3450,RG,0,0,0
702351,EL-0010,MD,13,1,0
702353,EL-0010,MD,1,0,0
702355,EL-0010,LT,0,0,0
702358,MA-1150,LT,12,1,0
702359,MA-1150,RT,-1,0,0
702367,AR-1300,MD,10,1,0
702373,MA-1150,RT,3,1,0
702374,MA-1150,LG,1,0,0
702376,MA-1150,LG,-2,0,0
702377,MA-1150,MD,1,0,0
702378,SB-1100,NL,-3,0,1
702382,JL-0280,LT,0,0,0
702392,DS-3300,RG,3,0,0
702395,DS-3300,LG,2,0,0
702400,KC-0250,LG,2,0,0
702411,DS-3300,LE,7,0,0
702415,KC-0250,RE,1,0,0
702416,PL-0050,RG,2,1,0
702418,JL-0280,LT,0,0,0
702420,JL-0280,LT,1,1,0
702423,RM-1200,LE,0,0,0
702426,DS-3300,LG,0,0,0
702432,JH-5750,LE,0,0,0
702433,RM-1200,LT,5,0,0
702437,DS-3300,LG,1,0,0
702439,CW-1425,LE,4,1,0
702440,KB-0350,LG,-1,0,0
702444,JL-0280,RG,4,1,0
702459,RM-1200,LT,2,0,0
702464,JL-0280,LE,16,1,0
702470,CW-1425,RE,7,0,0
702472,JL-0280,LT,6,1,0
702473,JL-0280,LG,3,1,0
702474,JL-0280,LG,3,1,0
702475,KW-0887,LE,9,1,0
702476,JH-5575,RT,10,1,0
702477,JH-5575,LE,8,1,0
702478,JL-0280,RG,-4,0,0
702482,CW-1425,RE,5,1,0
702483,WS-0650,RG,11,1,0
702484,WS-0650,LG,5,1,0
702487,KB-0350,RG,3,1,0
702488,RM-1200,RG,3,1,0
702496,JL-0280,LG,0,0,0
702499,JL-0280,RG,-1,0,0
702500,RM-1200,LE,30,1,0
702501,DS-3300,RE,14,1,0
702502,RM-1200,LG,-4,0,0
702504,DS-3300,LG,4,0,0
702506,RM-1200,LE,1,1,0
702511,JH-5575,LG,4,1,0
702519,RM-1200,LG,-1,0,0
702522,DS-3300,LG,0,0,0
702526,RM-1200,LT,-4,0,0
702528,DS-3300,RE,5,1,0
702529,DS-3300,LE,1,0,0
702530,DS-3300,RE,6,1,0
702531,DS-3300,RE,-3,0,0
702533,CW-1425,NL,-2,0,1
702534,CW-1425,NL,-3,0,1
702535,CW-1425,NL,-1,0,1
702537,LM-1150,RE,9,1,0
702538,LM-1150,RG,-2,0,0
702540,LM-1150,RG,2,0,0
702544,LB-0500,LT,0,0,0
702548,LM-1150,LG,3,0,0
702549,LM-1150,LT,6,1,0
702550,LM-1150,RG,1,1,0
702552,LM-1150,LG,2,0,0
702554,LM-1150,LT,6,0,0
702557,LB-0500,MD,0,0,0
702559,JB-5725,RT,13,1,0
702561,LB-0500,MD,3,1,0
702563,LB-0500,MD,5,1,0
702564,JE-0100,LE,4,1,0
702569,JB-5725,RE,27,1,0
702572,LM-1150,RT,1,0,0
702575,LM-1150,RE,-2,0,0
702577,LM-1150,LT,5,1,0
702580,LB-0500,LG,0,0,0
702581,JB-5725,MD,3,0,0
702584,LM-1150,RG,0,0,0
702587,LM-1150,MD,4,1,0
702589,JG-3850,LG,3,0,0
702594,JW-2550,LE,0,0,0
702596,MB-1800,RE,6,1,0
702597,LB-0500,MD,2,0,0
702598,LB-0500,RG,1,0,0
702601,LM-1150,MD,4,1,0
702603,LM-1150,RE,10,1,0
702606,LM-1150,RT,0,0,0
702608,JW-2550,MD,7,1,0
702609,JE-0100,RE,8,1,0
702610,JW-2550,LG,5,1,0
702611,JB-5725,NL,-1,0,1
702612,JB-5725,NL,-1,0,1
702615,LB-0500,LG,4,1,0
702616,LB-0500,LT,5,1,0
702617,LB-0500,LG,4,1,0
702618,JB-5725,LG,4,1,0
702619,LB-0500,LE,14,1,0
702620,LB-0500,LG,4,1,0
702621,JE-0100,LT,2,0,0
702623,LB-0500,RG,1,0,0
702629,LB-0500,LG,9,1,0
702630,LB-0500,LG,-1,0,0
702632,LB-0500,MD,-1,0,0
702635,LB-0500,LT,1,1,0
702643,LB-0500,LG,4,1,0
702651,LM-1150,RG,4,1,0
702653,JG-3850,LT,-1,0,0
702657,JB-5725,RT,1,0,0
702661,LM-1150,RG,4,0,0
702662,LM-1150,MD,7,0,0
702664,LB-0500,LT,6,1,0
702665,LB-0500,LE,41,1,0
702670,BO-0650,LT,13,1,0
702673,JG-3850,MD,2,0,0
702675,LB-0500,LT,2,0,0
702676,LB-0500,MD,-2,0,0
702683,LM-1150,RG,15,1,0
702686,LM-1150,MD,1,0,0
702690,LB-0500,RG,1,0,0
702691,LB-0500,LT,2,0,0
702692,JB-5725,RE,2,0,0
702695,AB-1975,LG,4,0,0
702696,AB-1975,MD,8,1,0
