pid,psr,trg,loc,yds,comp,succ,spk,dfb
700648,AS-1600,JM-0200,DR,17,1,1,0,
700650,AS-1600,JM-0200,SL,10,1,1,0,
700651,AS-1600,TK-0150,SL,0,0,0,0,AB-2250
700654,AS-1600,JM-0200,SM,13,1,1,0,
700655,AS-1600,JM-0200,SL,0,0,0,0,
700661,JG-0650,JE-0100,SM,13,1,1,0,
700664,JG-0650,DF-1375,SR,2,1,0,0,
700665,JG-0650,JE-0100,SL,11,1,1,0,
700666,JG-0650,MB-1800,SR,26,1,1,0,
700668,JG-0650,DA-0900,SM,12,1,1,0,
700673,RT-0150,KS-2350,DR,0,0,0,0,
700674,RT-0150,JC-0400,SR,0,0,0,0,
700676,JG-0650,CH-3350,SR,19,1,1,0,
700677,JG-0650,JE-0100,SL,9,1,1,0,
700679,JG-0650,CH-3350,DM,24,1,1,0,
700681,JG-0650,JW-2550,SM,0,0,0,0,JJ-1620
700682,JG-0650,MB-1800,DM,20,1,1,0,
700689,JG-0650,JE-0100,SM,9,1,1,0,
700691,JG-0650,MS-2100,DM,0,0,0,0,
700692,JG-0650,DA-0900,SM,13,1,1,0,
700694,JG-0650,CH-3350,DL,0,0,0,0,
700695,JG-0650,JE-0100,SM,19,1,1,0,
700700,JG-0650,JE-0100,SL,8,1,1,0,
700701,JG-0650,DA-0900,SM,10,1,1,0,
700705,RT-0150,KD-1462,SL,4,1,0,0,
700706,RT-0150,JC-0400,DL,0,0,0,0,
700708,JG-0650,CH-3350,SL,4,1,1,0,
700710,JG-0650,JW-2550,DL,0,0,0,0,
700713,RT-0150,JL-0215,SM,21,1,1,0,
700714,RT-0150,DP-0350,DL,0,0,0,0,DM-1300
700718,JG-0650,MM-3450,SL,0,0,0,0,
700719,JG-0650,JW-2550,SL,5,1,0,0,
700722,JG-0650,JE-0100,DR,0,0,0,0,
700723,JG-0650,DA-0900,SM,15,1,0,0,
700724,RT-0150,DP-0350,DR,0,0,0,0,
700725,RT-0150,JL-0215,SL,6,1,0,0,
700726,JG-0650,DF-1375,SR,0,0,0,0,
700727,JG-0650,JE-0100,SL,0,0,0,0,
700728,JG-0650,MB-1800,SR,0,0,0,0,
700730,JG-0650,MM-3450,SR,15,1,1,0,
700733,JB-5725,JE-0100,SR,0,0,0,0,
700737,RT-0150,JC-0400,SL,13,1,1,0,
700738,RT-0150,JA-0450,SR,8,1,1,0,
700739,RT-0150,JL-0215,SM,0,0,0,0,
700742,JB-5725,JE-0100,SL,0,0,0,0,
700745,RT-0150,JA-0450,SR,7,1,1,0,
700746,RT-0150,DP-0350,SR,0,0,0,0,MB-5250
700747,RT-0150,JL-0215,SL,6,1,1,0,
700748,RT-0150,JC-0400,SR,5,1,1,0,
700750,RT-0150,DS-2170,SL,21,1,1,0,
700751,RT-0150,JL-0215,DR,25,1,1,0,
700752,RT-0150,DP-0350,SR,0,0,0,0,
700756,RT-0150,JC-0400,SR,12,1,1,0,
700757,RT-0150,JL-0215,SM,7,1,1,0,
700758,RT-0150,DP-0350,SL,18,1,1,0,
700760,RT-0150,DP-0350,SM,13,1,1,0,
700762,JB-5725,MB-1800,SL,37,1,1,0,
700765,JB-5725,MB-1800,SR,15,1,1,0,
700766,JB-5725,JE-0100,SR,7,1,1,0,
700770,RT-0150,DP-0350,SR,5,1,1,0,
700771,RT-0150,DP-0350,DR,28,1,1,0,
700772,RT-0150,KD-1462,SR,2,1,0,0,
700773,RT-0150,JL-0215,SL,0,0,0,0,
700774,RT-0150,JA-0450,SR,11,1,1,0,
700775,RT-0150,DP-0350,SR,5,1,1,0,
700776,RT-0150,KS-2350,DL,24,1,1,0,
700784,JB-5725,JW-2550,SL,5,1,0,0,
700787,RT-0150,DP-0350,SR,4,1,1,0,
700788,RT-0150,JL-0215,DL,33,1,1,0,
700789,RT-0150,JL-0215,SL,14,1,1,0,
700791,RT-0150,JC-0400,SM,12,1,1,0,
700796,JB-5725,CH-3350,SL,12,1,1,0,
700802,RT-0150,JC-0400,SM,7,1,1,0,
700804,RT-0150,JL-0215,SL,5,1,1,0,
700805,RT-0150,DP-0350,SM,13,1,1,0,
700806,RT-0150,JL-0215,SL,15,1,1,0,
700807,RT-0150,JA-0450,SR,5,1,1,0,
700808,RT-0150,KS-2350,SL,15,1,1,0,
700815,JB-5725,CH-3350,SR,0,0,0,0,
700819,JB-5725,MB-1800,SR,16,1,1,0,
700826,RT-0150,DP-0350,SM,20,1,1,0,
700827,RT-0150,JL-0215,SM,0,0,0,0,CL-1400
700829,RT-0150,,NL,0,0,0,1,
700830,RT-0150,JL-0215,SR,5,1,0,0,
700831,RT-0150,KS-2350,DR,0,0,0,0,
700832,RT-0150,DP-0350,DL,0,0,0,0,
700836,DB-3800,WS-0925,SL,13,1,1,0,
700839,DB-3800,CF-0650,DR,0,0,0,0,
700841,EM-0200,SS-1250,SM,5,1,1,0,
700843,EM-0200,VC-0300,SR,0,0,0,0,PW-0850
700850,EM-0200,WT-0600,SL,5,1,1,0,
700852,EM-0200,OB-0075,SM,13,1,1,0,
700854,EM-0200,LD-0650,SR,6,1,1,0,
700857,EM-0200,SS-1250,SM,6,1,0,0,
700859,EM-0200,OB-0075,SL,13,1,1,0,
700860,EM-0200,SV-0200,SL,3,1,0,0,
700862,EM-0200,LD-0650,SL,0,0,0,0,
700863,EM-0200,OB-0075,SM,0,0,0,0,SM-3000
700865,DB-3800,BC-2325,SL,5,1,1,0,
700866,DB-3800,WS-0925,SL,0,0,0,0,
700868,EM-0200,OB-0075,SL,8,1,1,0,
700869,EM-0200,OB-0075,SL,5,1,1,0,
700870,EM-0200,RJ-0800,SL,6,1,1,0,
700872,EM-0200,OB-0075,SL,6,1,1,0,
700875,DB-3800,JK-2200,SR,5,1,1,0,
700877,DB-3800,CF-0650,SM,0,0,0,0,JC-1800
700878,DB-3800,MI-0100,SR,5,1,0,0,
700882,EM-0200,LD-0650,SM,12,1,1,0,
700885,EM-0200,VC-0300,SR,40,1,0,0,
700886,DB-3800,CF-0650,SR,8,1,1,0,
700889,DB-3800,WS-0925,DL,0,0,0,0,
700890,DB-3800,TL-0825,SL,-1,1,0,0,
700894,EM-0200,VC-0300,SL,6,1,1,0,
700895,EM-0200,WT-0600,SM,5,1,1,0,
700899,DB-3800,CF-0650,DR,0,0,0,0,
700900,DB-3800,BC-2325,SM,5,1,0,0,
700901,DB-3800,TC-0050,SL,10,1,0,0,
700906,DB-3800,BC-2325,SM,0,0,0,0,JP-2900
700907,DB-3800,MT-0875,SM,17,1,1,0,
700908,DB-3800,MT-0875,SM,23,1,1,0,
700909,DB-3800,WS-0925,SR,4,1,1,0,
700910,DB-3800,BC-1850,SL,5,1,1,0,
700911,DB-3800,WS-0925,SL,5,1,1,0,
700912,DB-3800,CF-0650,SL,0,0,0,0,
700913,DB-3800,MI-0100,SM,-3,1,0,0,
700915,DB-3800,TC-0050,SL,7,1,0,0,
700921,EM-0200,LD-0650,SL,1,1,0,0,
700922,EM-0200,SS-1250,SM,18,1,1,0,
700923,EM-0200,OB-0075,SM,17,1,1,0,
700925,EM-0200,VC-0300,SL,0,0,0,0,
700926,EM-0200,SS-1250,SM,4,1,0,0,
700928,DB-3800,MT-0875,SR,0,0,0,0,JJ-1550
700929,DB-3800,BC-2325,SL,11,1,1,0,
700931,DB-3800,MI-0100,SL,2,1,0,0,
700932,DB-3800,CF-0650,SL,0,0,0,0,
700935,EM-0200,WT-0600,SR,0,0,0,0,
700936,EM-0200,SV-0200,SR,12,1,1,0,
700938,EM-0200,OB-0075,SL,14,1,1,0,
700941,EM-0200,SS-1250,DR,32,1,1,0,
700945,EM-0200,RJ-0800,SR,7,1,0,0,
700946,EM-0200,OB-0075,SL,0,0,0,0,
700949,DB-3800,CF-0650,SR,0,0,0,0,KS-0800
700950,DB-3800,JK-2200,SL,3,1,0,0,
700951,DB-3800,WS-0925,SM,15,1,1,0,
700953,DB-3800,BC-2325,SL,12,1,1,0,
700954,DB-3800,MI-0100,SR,13,1,1,0,
700955,DB-3800,BC-2325,SL,3,1,0,0,
700956,DB-3800,MT-0875,SL,8,1,1,0,
700957,DB-3800,WS-0925,DM,17,1,1,0,
700960,EM-0200,SS-1250,SM,14,1,1,0,
700961,EM-0200,OB-0075,SL,10,1,1,0,
700963,EM-0200,OD-0200,SR,3,1,0,0,
700964,EM-0200,SS-1250,SM,32,1,1,0,
700965,EM-0200,SV-0200,SM,9,1,1,0,
700969,EM-0200,VC-0300,SR,0,0,0,0,CJ-2400
700972,DB-3800,CF-0650,DL,21,1,1,0,
700973,DB-3800,WS-0925,SM,0,0,0,0,KR-0950
700974,DB-3800,BC-2325,DR,0,0,0,0,EA-0575
700976,DB-3800,BC-1850,DL,0,0,0,0,JJ-1550
700978,EM-0200,LD-0650,SR,5,1,1,0,
700980,EM-0200,VC-0300,DL,0,0,0,0,KC-2550
700982,DB-3800,BC-2325,SL,14,1,1,0,
700983,DB-3800,MT-0875,SR,8,1,1,0,
700984,DB-3800,BC-1850,SM,10,1,1,0,
700987,DB-3800,BC-2325,DR,18,1,1,0,
700989,DB-3800,TC-0050,SR,0,0,0,0,
700990,DB-3800,BC-1850,DR,0,0,0,0,
700996,EM-0200,VC-0300,SR,11,1,1,0,
700997,EM-0200,SS-1250,SM,6,1,1,0,
700999,EM-0200,OB-0075,DL,0,0,0,0,
701000,EM-0200,VC-0300,DR,34,1,1,0,
701007,CN-0500,ED-0400,SM,0,0,0,0,NB-0400
701013,BG-0100,TS-2300,SR,0,0,0,0,
701018,CN-0500,JS-6700,SL,7,1,1,0,
701019,CN-0500,JS-6700,SL,0,1,0,0,
701020,CN-0500,CB-3850,SR,8,1,1,0,
701029,CN-0500,GO-0100,DR,0,0,0,0,
701035,BG-0100,JK-1000,SR,12,1,1,0,
701036,BG-0100,TS-2300,DL,20,1,1,0,
701038,BG-0100,QP-0050,SR,9,1,1,0,
701039,BG-0100,GC-0350,DR,0,0,0,0,
701041,BG-0100,AB-3862,DR,0,0,0,0,
701044,CN-0500,KB-0950,SL,9,1,1,0,
701045,CN-0500,FW-0750,SR,24,1,1,0,
701046,CN-0500,FW-0750,SM,0,0,0,0,
701051,BG-0100,RS-3250,SM,13,1,1,0,
701054,BG-0100,TS-2300,DR,28,1,1,0,
701057,CN-0500,GO-0100,DR,78,1,1,0,
701061,BG-0100,JK-1000,SR,4,1,0,0,
701062,BG-0100,JK-1000,SL,0,0,0,0,
701065,CN-0500,FW-0750,SR,5,1,1,0,
701069,CN-0500,CB-3850,DL,0,0,0,0,
701070,CN-0500,DF-2200,SR,0,0,0,0,
701072,BG-0100,GC-0350,SR,12,1,1,0,
701075,BG-0100,JK-1000,SR,13,1,1,0,
701076,BG-0100,TS-2300,DM,0,0,0,0,
701078,BG-0100,RS-3250,SL,0,0,0,0,
701080,CN-0500,TG-0900,SM,0,0,0,0,
701082,CN-0500,MT-1300,SR,0,0,0,0,
701084,CN-0500,TG-0900,SL,-1,1,0,0,
701091,CN-0500,KB-0950,DM,17,1,1,0,
701093,CN-0500,,NL,0,0,0,1,
701094,CN-0500,GO-0100,DL,0,0,0,0,KR-0325
701095,CN-0500,DF-2200,SL,0,0,0,0,
701100,BG-0100,TS-2300,DR,0,0,0,0,
701101,BG-0100,CH-5000,SL,-1,1,0,0,
701105,CN-0500,KB-0950,SL,13,1,1,0,
701106,CN-0500,FW-0750,SL,2,1,0,0,
701108,CN-0500,TG-0900,SM,0,0,0,0,
701109,CN-0500,CB-3850,SR,3,1,0,0,
701110,CN-0500,KB-0950,DR,25,1,1,0,
701112,CN-0500,KB-0950,SR,10,1,1,0,
701116,BG-0100,TS-2300,SR,0,0,0,0,
701117,BG-0100,QP-0050,SL,0,0,0,0,DW-4750
701119,CN-0500,TG-0900,DR,52,1,1,0,
701120,CN-0500,DF-2200,SR,3,1,0,0,
701122,CN-0500,GO-0100,SL,12,1,1,0,
701124,CN-0500,KB-0950,SL,9,1,1,0,
701127,BG-0100,CH-5000,SL,13,1,1,0,
701128,BG-0100,CH-5000,SL,6,1,1,0,
701129,BG-0100,TS-2300,SR,7,1,1,0,
701130,BG-0100,QP-0050,SL,11,1,1,0,
701132,BG-0100,JK-1000,DR,0,0,0,0,
701134,BG-0100,TS-2300,SR,0,0,0,0,JB-4975
701137,CN-0500,GO-0100,SL,0,0,0,0,
701143,BG-0100,QP-0050,SL,0,0,0,0,BB-1750
701151,CN-0500,CB-3850,SR,4,1,1,0,
701152,CN-0500,GO-0100,SR,9,1,1,0,
701156,CN-0500,CB-3850,SR,0,0,0,0,AB-3100
701160,BG-0100,QP-0050,NL,0,0,0,0,LE-0050
701161,BG-0100,VM-0250,SL,75,1,1,0,
701164,CN-0500,CB-3850,SR,0,0,0,0,
701165,CN-0500,KB-0950,SL,0,0,0,0,
701166,CN-0500,KB-0950,DM,25,1,1,0,
701168,CN-0500,GO-0100,SR,11,1,1,0,
701171,CN-0500,KB-0950,DR,0,0,0,0,TB-2700
701174,BG-0100,VM-0250,DM,0,0,0,0,
701175,BG-0100,JK-1000,SM,0,0,0,0,
701176,CN-0500,GO-0100,SR,12,1,1,0,
701179,CN-0500,DF-2200,DR,16,1,1,0,
701182,BG-0100,TS-2300,SR,0,0,0,0,
701183,BG-0100,SD-0800,SL,0,0,0,0,
701184,BG-0100,BB-1550,SM,0,0,0,0,
701185,BG-0100,TS-2300,DR,0,0,0,0,
701193,BG-0100,BB-1550,SM,6,1,1,0,
701194,BG-0100,QP-0050,SL,5,1,1,0,
701195,BG-0100,MD-0150,SM,10,1,1,0,
701200,MM-0912,DM-4300,SR,7,1,1,0,
701203,MM-0912,DW-0500,DL,32,1,1,0,
701210,MS-4100,AB-2000,SM,0,0,0,0,SS-2450
701211,MS-4100,GT-0100,DR,0,0,0,0,
701217,MS-4100,MJ-2250,DL,30,1,1,0,
701218,MS-4100,AB-2000,SR,12,1,1,0,
701220,MS-4100,EE-0050,SL,6,1,1,0,
701223,MS-4100,EE-0050,DR,0,0,0,0,DS-1400
701224,MS-4100,AB-2000,DL,24,1,1,0,
701227,MM-0912,AF-0200,SR,1,1,0,0,
701228,MM-0912,DW-0500,SL,8,1,1,0,
701230,MM-0912,DW-0500,SR,-1,1,0,0,
701231,MM-0912,AJ-0900,SL,0,0,0,0,
701233,MM-0912,DW-0500,SR,5,1,1,0,
701236,MM-0912,TS-1262,SL,11,1,1,0,
701237,MM-0912,AF-0200,DL,0,0,0,0,
701239,MM-0912,DM-4300,SR,3,1,0,0,
701240,MM-0912,DM-4300,SM,8,1,0,0,
701244,MS-4100,MJ-2250,SR,0,0,0,0,
701245,MS-4100,AB-2000,SR,6,1,1,0,
701247,MS-4100,GT-0100,DL,0,0,0,0,
701248,MS-4100,TR-0370,SR,12,1,1,0,
701251,MS-4100,MJ-2250,SR,9,1,1,0,
701256,MM-0912,AF-0200,SR,0,0,0,0,AR-1115
701260,MS-4100,MJ-2250,SR,4,1,0,0,
701261,MS-4100,MJ-2250,SR,9,1,1,0,
701264,MS-4100,AB-2000,SL,0,0,0,0,
701266,MS-4100,MJ-2250,SR,47,1,1,0,
701271,MS-4100,GT-0100,SL,5,1,0,0,
701272,MS-4100,MJ-2250,DR,0,0,0,0,
701273,MS-4100,,NL,0,0,0,0,
701277,MM-0912,RM-1500,SL,0,0,0,0,NL-0250
701278,MM-0912,RM-1500,SM,7,1,1,0,
701284,MS-4100,MJ-2250,SL,8,1,1,0,
701287,MS-4100,AB-2000,SM,6,1,0,0,
701288,MS-4100,GT-0100,SR,0,0,0,0,
701290,MM-0912,TS-1262,SL,0,0,0,0,NL-0250
701293,MM-0912,TS-1262,SM,12,1,1,0,
701294,MM-0912,DW-0500,SR,9,1,1,0,
701296,MM-0912,RM-1500,DR,0,0,0,0,
701299,MS-4100,EE-0050,SR,11,1,1,0,
701301,MS-4100,MJ-2250,DL,0,0,0,0,
701302,MS-4100,EE-0050,SR,7,1,1,0,
701305,MS-4100,GT-0100,DR,0,0,0,0,
701311,MS-4100,MJ-2250,SL,1,1,0,0,
701312,MS-4100,TR-0370,SL,0,0,0,0,
701313,MS-4100,EE-0050,SL,0,0,0,0,DS-3450
701316,MM-0912,RM-1500,DM,20,1,1,0,
701319,MM-0912,DH-2450,SL,9,1,1,0,
701321,MM-0912,DW-0500,DL,30,1,1,0,
701324,MS-4100,TR-0370,SL,8,1,1,0,
701325,MS-4100,MJ-2250,SR,10,1,1,0,
701329,MS-4100,GT-0100,DL,0,0,0,0,JM-2800
701330,MS-4100,TR-0370,SL,8,1,0,0,
701335,MM-0912,TS-1262,DM,0,0,0,0,
701336,MM-0912,RM-1500,SR,3,1,0,0,
701337,MM-0912,TS-1262,SM,0,0,0,0,DS-2250
701339,MS-4100,GT-0100,SL,8,1,1,0,
701341,MS-4100,GT-0100,DR,0,0,0,0,
701345,MM-0912,DM-4300,SR,4,1,0,0,
701346,MM-0912,TS-1262,SR,7,1,1,0,
701347,MM-0912,PS-0950,SL,7,1,1,0,
701349,MM-0912,DM-4300,SL,5,1,1,0,
701350,MM-0912,DM-4300,SL,22,1,1,0,
701351,MM-0912,RM-1500,SM,10,1,1,0,
701354,MM-0912,DM-4300,SM,7,1,0,0,
701355,MM-0912,TS-1262,SR,3,1,0,0,
701356,MM-0912,AJ-0900,SM,9,1,1,0,
701359,MS-4100,AB-2000,SL,0,0,0,0,BM-0800
701361,MS-4100,EE-0050,DM,29,1,1,0,
701362,MS-4100,GT-0100,SR,0,0,0,0,
701363,MS-4100,TR-0370,SL,0,1,0,0,
701364,MS-4100,EE-0050,SR,0,0,0,0,
701367,CK-0250,LK-0200,SR,4,1,1,0,
701368,CK-0250,KB-1900,SL,4,1,1,0,
701369,CK-0250,KB-1900,SL,7,1,1,0,
701370,CK-0250,TA-1050,DR,0,0,0,0,
701372,CK-0250,TA-1050,DR,17,1,1,0,
701374,CK-0250,LK-0200,SL,8,1,1,0,
701375,CK-0250,LK-0200,SL,0,0,0,0,
701380,RW-3850,CM-2280,SL,7,1,0,0,
701384,CK-0250,TA-1050,SR,0,0,0,0,
701385,CK-0250,BC-3070,SM,7,1,0,0,
701387,RW-3850,TR-0112,SR,2,1,0,0,
701390,RW-3850,DB-0500,SL,7,1,1,0,
701391,RW-3850,TL-1025,DL,35,1,1,0,
701395,RW-3850,TL-1025,SM,7,1,1,0,
701398,RW-3850,TR-0112,SL,11,1,1,0,
701400,RW-3850,TL-1025,SR,4,1,0,0,
701402,RW-3850,WT-0400,SR,0,0,0,0,
701403,RW-3850,JK-0250,SL,0,0,0,0,LJ-1800
701406,CK-0250,KB-1900,SR,0,0,0,0,
701408,CK-0250,KB-1900,SL,0,0,0,0,
701411,RW-3850,DB-0500,SL,8,1,1,0,
701415,RW-3850,PR-0150,DL,0,0,0,0,TH-1650
701418,CK-0250,TA-1050,SL,0,0,0,0,
701419,CK-0250,TA-1050,SM,6,1,0,0,
701426,RW-3850,JK-0250,SL,0,0,0,0,
701427,RW-3850,PR-0150,SR,14,1,1,0,
701429,RW-3850,TR-0112,SL,2,1,0,0,
701430,RW-3850,JK-0250,SL,0,0,0,0,AO-0250
701432,CK-0250,TA-1050,DR,0,0,0,0,
701433,CK-0250,TG-1950,SL,19,1,1,0,
701436,CK-0250,LK-0200,DL,44,1,1,0,
701438,CK-0250,TA-1050,SR,-2,1,0,0,
701439,CK-0250,KB-1900,SR,0,0,0,0,
701442,RW-3850,JG-2900,SM,9,1,1,0,
701443,RW-3850,JG-2900,SM,17,1,1,0,
701444,RW-3850,JK-0250,SM,9,1,1,0,
701445,RW-3850,PR-0150,SL,0,0,0,0,MB-0650
701446,RW-3850,PR-0150,SL,8,1,1,0,
701447,RW-3850,JG-2900,SL,0,0,0,0,
701454,RW-3850,LW-1450,SR,6,1,0,0,
701458,CK-0250,KB-1900,DL,36,1,1,0,
701460,CK-0250,KB-1900,DR,0,0,0,0,
701470,RW-3850,JK-0250,DL,0,0,0,0,
701472,CK-0250,TA-1050,DL,27,1,1,0,
701474,CK-0250,BQ-0050,SL,8,1,1,0,
701476,CK-0250,KB-1900,DL,18,1,1,0,
701479,CK-0250,BC-3070,SL,0,0,0,0,
701483,RW-3850,JK-0250,SL,2,1,0,0,
701484,RW-3850,DB-0500,DL,0,0,0,0,
701487,CK-0250,LK-0200,DL,0,0,0,0,
701491,CK-0250,TA-1050,SL,2,1,0,0,
701496,RW-3850,JG-2900,SM,16,1,1,0,
701498,RW-3850,CM-2280,SL,13,1,1,0,
701499,RW-3850,PR-0150,SL,13,1,1,0,
701500,RW-3850,PR-0150,DL,0,0,0,0,
701501,RW-3850,DB-0500,SR,0,0,0,0,
701502,RW-3850,DB-0500,SR,0,0,0,0,LJ-1800
701505,CK-0250,KB-1900,SL,18,1,1,0,
701508,CK-0250,KB-1900,SR,11,1,1,0,
701511,CK-0250,,NL,0,0,0,0,TM-1700
701515,CK-0250,LK-0200,SL,5,1,0,0,
701517,RW-3850,TL-1025,DL,53,1,1,0,
701518,RW-3850,CM-2280,SM,0,0,0,0,
701520,RW-3850,DB-0500,SR,5,1,0,0,
701521,RW-3850,CM-2280,SR,6,1,0,0,
701525,CP-0500,LF-0200,SR,4,1,1,0,
701526,CP-0500,MF-0950,SR,7,1,1,0,
701528,CP-0500,LF-0200,SL,0,0,0,0,AV-0300
701529,CP-0500,MF-0950,DL,0,0,0,0,AV-0300
701531,JW-5650,ME-0600,SL,8,1,1,0,
701535,JW-5650,AH-3862,SR,7,1,1,0,
701536,JW-5650,,NL,0,0,0,0,
701537,CP-0500,JB-6950,DL,0,0,0,0,
701539,CP-0500,MF-0950,DR,0,0,0,0,
701541,CP-0500,DF-0550,SM,0,0,0,0,BM-1250
701544,JW-5650,ME-0600,SL,11,1,1,0,
701546,JW-5650,VJ-0100,DR,0,0,0,0,
701547,JW-5650,AH-3862,SR,15,1,1,0,
701549,JW-5650,VJ-0100,SM,0,0,0,0,CC-0200
701550,JW-5650,VJ-0100,DL,0,0,0,0,
701554,CP-0500,AE-0750,SM,9,1,1,0,
701556,CP-0500,LF-0200,DL,25,1,1,0,
701558,CP-0500,MF-0950,SL,0,0,0,0,
701559,CP-0500,LF-0200,SR,11,1,1,0,
701561,CP-0500,DF-0550,SL,7,1,1,0,
701563,CP-0500,LF-0200,SM,4,1,1,0,
701567,JW-5650,VJ-0100,DM,0,0,0,0,
701570,CP-0500,JG-3700,SL,0,0,0,0,
701572,CP-0500,MF-0950,SL,0,0,0,0,
701575,JW-5650,CS-1950,SR,2,1,0,0,
701576,JW-5650,ME-0600,SM,11,1,1,0,
701577,JW-5650,CS-1950,SR,-1,1,0,0,
701581,JW-5650,CS-1950,SL,3,1,0,0,
701582,JW-5650,AH-3862,SR,0,0,0,0,
701586,CP-0500,DF-0550,SR,4,1,0,0,
701588,JW-5650,AS-0550,SL,5,1,1,0,
701590,JW-5650,CB-2775,SR,15,1,1,0,
701591,JW-5650,CB-2775,SR,1,1,0,0,
701592,JW-5650,,NL,-3,0,0,0,
701593,CP-0500,LF-0200,DR,0,0,0,0,
701594,CP-0500,DJ-1325,SR,0,0,0,0,
701595,CP-0500,JB-6750,DR,27,1,1,0,
701596,CP-0500,DJ-1325,SL,16,1,1,0,
701597,CP-0500,LF-0200,DR,24,1,1,0,
701598,CP-0500,LF-0200,SR,0,0,0,0,
701599,CP-0500,LF-0200,SR,0,0,0,0,
701600,CP-0500,MF-0950,SM,1,1,1,0,
701603,JW-5650,CS-1500,DR,0,0,0,0,
701604,JW-5650,CB-2775,SM,0,0,0,0,
701605,JW-5650,AH-3862,DL,0,0,0,0,
701609,CP-0500,JB-6950,SL,14,1,1,0,
701610,CP-0500,DF-0550,SR,9,1,1,0,
701611,CP-0500,JB-6750,DL,51,1,1,0,
701618,JW-5650,AH-3862,SL,9,1,1,0,
701620,JW-5650,AH-3862,SL,5,1,1,0,
701621,JW-5650,ME-0600,SL,0,0,0,0,
701622,JW-5650,AS-0550,SL,9,1,1,0,
701624,JW-5650,AH-3862,SR,24,1,1,0,
701626,JW-5650,RS-0975,SL,10,1,1,0,
701627,JW-5650,ME-0600,DL,0,0,0,0,
701629,JW-5650,ME-0600,DL,19,1,1,0,
701632,CP-0500,DJ-1325,SR,58,1,1,0,
701634,CP-0500,DJ-1325,DR,0,0,0,0,
701639,JW-5650,VJ-0100,SM,15,1,1,0,
701640,JW-5650,ME-0600,SR,0,0,0,0,
701641,JW-5650,ME-0600,SM,10,1,1,0,
701643,JW-5650,CS-1500,SM,12,1,1,0,
701644,JW-5650,CS-1950,SL,0,0,0,0,JM-1650
701649,JW-5650,AH-3862,SL,7,1,1,0,
701651,JW-5650,VJ-0100,SL,4,1,1,0,
701652,JW-5650,ME-0600,SR,0,0,0,0,MC-2570
701653,JW-5650,VJ-0100,DM,0,0,0,0,TB-2400
701657,CP-0500,DJ-1325,SL,24,1,1,0,
701658,CP-0500,LF-0200,SL,13,1,1,0,
701666,JW-5650,VJ-0100,SR,12,1,1,0,
701667,JW-5650,ME-0600,DL,0,0,0,0,
701669,JW-5650,ME-0600,SR,0,0,0,0,
701672,DS-3800,TN-0550,SR,0,0,0,0,
701673,DS-3800,JB-6950,SL,0,0,0,0,
701675,JW-5650,,NL,0,0,0,0,
701676,JW-5650,ME-0600,SM,11,1,1,0,
701677,JW-5650,CS-1950,SR,0,0,0,0,
701678,JW-5650,ME-0600,DR,0,0,0,0,
701679,JW-5650,JR-2800,SR,0,0,0,0,
701683,DS-3800,DF-0550,SM,11,1,1,0,
701686,DS-3800,LF-0200,SM,0,0,0,0,
701688,JW-5650,VJ-0100,SL,13,1,1,0,
701689,JW-5650,CB-2775,SR,0,1,0,0,
701690,JW-5650,ME-0600,SM,0,0,0,0,
701691,JW-5650,ME-0600,DR,0,0,0,0,
701697,JW-5650,RS-0975,SL,6,1,1,0,
701698,JW-5650,ME-0600,SM,0,0,0,0,
701701,JW-5650,ME-0600,DR,0,0,0,0,
701703,MR-2500,JJ-4700,SR,9,1,1,0,
701706,MR-2500,JT-0300,SM,14,1,1,0,
701712,MR-2500,JH-1350,SM,0,0,0,0,JW-0725
701713,MR-2500,JT-0300,SM,0,0,0,0,
701715,DC-0725,LS-1550,SR,7,1,1,0,
701718,DC-0725,LS-1550,SR,1,1,0,0,
701719,DC-0725,CW-0225,SR,2,1,0,0,
701721,MR-2500,AR-1200,SM,0,0,0,0,DA-0950
701723,MR-2500,TG-0025,SR,11,1,1,0,
701726,MR-2500,JH-1350,SL,0,0,0,0,DA-0950
701728,DC-0725,AC-2350,SL,5,1,1,0,
701729,DC-0725,AC-2350,SL,0,0,0,0,
701733,DC-0725,AC-2350,SM,0,0,0,0,DT-1970
701737,MR-2500,JT-0300,SR,15,1,1,0,
701739,MR-2500,AH-3650,SL,6,1,1,0,
701740,MR-2500,AR-1200,DR,20,1,1,0,
701741,MR-2500,LT-0550,SL,16,1,1,0,
701744,MR-2500,MS-0150,SL,2,1,0,0,
701747,DC-0725,MC-2900,SM,10,1,1,0,
701749,DC-0725,LM-1850,SR,10,1,1,0,
701751,DC-0725,SR-0750,SL,3,1,0,0,
701752,DC-0725,AC-2350,DM,25,1,1,0,
701757,MR-2500,JT-0300,SM,13,1,1,0,
701758,MR-2500,MS-0150,DL,0,0,0,0,
701759,MR-2500,JT-0300,SM,19,1,1,0,
701760,MR-2500,JT-0300,SL,0,0,0,0,
701761,MR-2500,MS-0150,SM,0,0,0,0,
701762,MR-2500,AR-1200,SM,10,1,1,0,
701766,MR-2500,JJ-4700,SM,21,1,1,0,
701769,DC-0725,MC-2900,SL,9,1,1,0,
701771,DC-0725,DW-1350,SR,6,1,1,0,
701774,DC-0725,CW-0225,SR,3,1,0,0,
701778,MR-2500,TC-2050,SR,1,1,0,0,
701781,DC-0725,CW-0225,SR,4,1,1,0,
