uid,pid,tck,value
461973,700117,DS-1850,0.5
461974,700117,JP-4150,0.5
461975,700118,SP-0100,1
461976,700119,DD-0250,0.5
461977,700119,NO-0300,0.5
461978,700120,CK-0850,1
461979,700124,LW-0700,1
461980,700125,ZO-0100,1
461981,700126,EW-0400,1
461982,700127,TY-0250,1
461983,700128,TJ-1025,1
461984,700129,TY-0250,1
461985,700130,LW-0700,1
461986,700133,JM-3950,1
461987,700135,RM-1600,1
461988,700136,MJ-1800,1
461989,700137,VR-0200,0.5
461990,700137,GI-1300,0.5
461991,700139,RG-1250,1
461992,700140,RG-1250,1
461993,700141,RC-1550,1
461994,700142,ST-1150,1
461995,700143,RS-0962,0.5
461996,700143,LT-0400,0.5
461997,700146,VR-0200,1
461998,700147,GI-1300,1
461999,700148,AJ-1200,1
462000,700149,SW-1550,1
462001,700151,KD-0100,1
462002,700152,GA-0400,0.5
462003,700152,VR-0200,0.5
462004,700155,KD-0100,0.5
462005,700155,VR-0200,0.5
462006,700158,AM-2300,0.5
462007,700158,RS-0962,0.5
462008,700161,DP-0900,1
462009,700163,DD-0950,1
462010,700164,GA-0400,1
462011,700170,RG-1250,1
462012,700171,RS-0962,0.5
462013,700171,RG-1250,0.5
462014,700172,DM-1475,0.5
462015,700172,JJ-4250,0.5
462016,700174,RG-1250,0.5
462017,700174,MM-3800,0.5
462018,700177,KD-0100,0.5
462019,700177,RM-1600,0.5
462020,700179,DD-0950,1
462021,700180,KD-0100,0.5
462022,700180,AJ-1200,0.5
462023,700181,KD-0100,1
462024,700182,MJ-1800,0.5
462025,700182,AJ-1200,0.5
462026,700183,CD-2200,0.5
462027,700183,MJ-1800,0.5
462028,700186,LT-0400,1
462029,700191,CD-2200,0.5
462030,700191,GA-0400,0.5
462031,700194,LT-0400,1
462032,700195,RS-0962,0.5
462033,700195,RC-1550,0.5
462034,700198,PS-0300,1
462035,700199,DP-0900,1
462036,700204,WG-0500,1
462037,700207,PS-0300,0.5
462038,700207,SW-1550,0.5
462039,700211,LT-0400,1
462040,700213,MM-3800,1
462041,700214,RM-1100,0.5
462042,700214,LT-0400,0.5
462043,700216,ST-1150,0.5
462044,700216,AC-1350,0.5
462045,700218,SW-1550,1
462046,700220,KD-0100,1
462047,700222,CH-3100,1
462048,700224,AC-1350,1
462049,700226,RS-0962,1
462050,700232,JJ-4250,1
462051,700235,VR-0200,1
462052,700236,RM-1600,1
462053,700237,RM-1600,1
462054,700238,RM-1600,0.5
462055,700238,JS-2050,0.5
462056,700241,JH-1375,1
462057,700243,RS-0962,1
462058,700246,DP-0900,1
462059,700247,CD-2200,1
462060,700248,GI-1300,1
462061,700250,KD-0100,1
462062,700251,DD-0950,1
462063,700257,MM-3800,1
462064,700259,WG-0500,1
462065,700260,WG-0500,1
462066,700262,LT-0400,1
462067,700265,RS-0962,1
462068,700270,PS-0300,1
462069,700271,CD-2200,1
462070,700274,DK-0750,1
462071,700277,RS-0962,0.5
462072,700277,LT-0400,0.5
462073,700278,RG-1250,1
462074,700280,CH-3100,1
462075,700283,RM-1600,1
462076,700284,AJ-1200,1
462077,700286,MH-3750,1
462078,700287,SW-1550,1
462079,700288,MH-3750,0.5
462080,700288,DK-0750,0.5
462081,700289,RM-1600,1
462082,700290,CD-2200,1
462083,700291,MJ-1800,1
462084,700292,KD-0100,1
462085,700297,RS-0962,1
462086,700298,RS-0962,0.5
462087,700298,RG-1250,0.5
462088,700299,ST-1150,1
462089,700300,RC-1550,1
462090,700301,AM-2300,0.5
462091,700301,WG-0500,0.5
462092,700302,SD-0250,1
462093,700303,ST-1150,1
462094,700307,GI-1300,1
462095,700308,DP-0900,0.5
462096,700308,VR-0200,0.5
462097,700312,RS-0962,0.5
462098,700312,AB-3875,0.5
462099,700313,AB-3875,1
462100,700314,RG-1250,0.5
462101,700314,MM-3800,0.5
462102,700315,JH-2100,1
462103,700316,DP-0900,0.5
462104,700316,KD-0100,0.5
462105,700317,SW-1550,1
462106,700318,KD-0100,1
462107,700323,JN-1750,1
462108,700324,RJ-0550,0.5
462109,700324,CB-0200,0.5
462110,700326,DB-5100,0.5
462111,700326,DH-0700,0.5
462112,700327,ZH-0200,1
462113,700328,RK-0500,1
462114,700329,BB-2725,1
462115,700331,DH-0700,1
462116,700333,MF-1400,1
462117,700337,AH-3350,0.5
462118,700337,SL-0500,0.5
462119,700338,MC-1350,1
462120,700339,JC-5560,1
462121,700340,TM-1400,0.5
462122,700340,BC-1200,0.5
462123,700343,DB-5100,1
462124,700344,MF-1400,0.5
462125,700344,BB-2725,0.5
462126,700345,CJ-0900,0.5
462127,700345,WC-0300,0.5
462128,700347,BB-2725,1
462129,700348,CB-0200,0.5
462130,700348,MF-1400,0.5
462131,700349,WC-0300,1
462132,700350,RK-0500,1
462133,700351,DB-5100,1
462134,700357,AH-3350,1
462135,700360,SL-0500,1
462136,700361,SL-0500,1
462137,700362,BC-1200,0.5
462138,700362,MC-1350,0.5
462139,700363,SL-0500,1
462140,700365,BC-0500,1
462141,700369,BB-2725,1
462142,700370,WC-0300,0.5
462143,700370,DB-5100,0.5
462144,700373,SC-1725,0.5
462145,700373,WB-0700,0.5
462146,700375,TM-1400,1
462147,700379,RJ-0550,0.5
462148,700379,DH-0700,0.5
462149,700382,BB-2725,1
462150,700383,WC-0300,0.5
462151,700383,MF-1400,0.5
462152,700384,WC-0300,0.5
462153,700384,MF-1400,0.5
462154,700385,BB-2725,1
462155,700386,RJ-0550,0.5
462156,700386,WC-0300,0.5
462157,700387,MF-1400,1
462158,700391,SL-0500,1
462159,700393,BJ-2350,1
462160,700395,BJ-2350,1
462161,700396,JW-3050,0.5
462162,700396,MC-1350,0.5
462163,700397,BC-1200,1
462164,700399,SL-0500,0.5
462165,700399,BC-0500,0.5
462166,700402,MC-2150,1
462167,700405,DP-1268,0.5
462168,700405,DH-0700,0.5
462169,700407,AG-0100,1
462170,700408,BC-0500,1
462171,700409,SL-0500,0.5
462172,700409,MC-1350,0.5
462173,700410,BJ-2350,1
462174,700411,SL-0500,0.5
462175,700411,JD-3300,0.5
462176,700417,WC-0300,1
462177,700418,CB-0200,0.5
462178,700418,MF-1400,0.5
462179,700419,JN-1750,1
462180,700420,WC-0300,0.5
462181,700420,JN-1750,0.5
462182,700421,MF-1400,0.5
462183,700421,BB-2725,0.5
462184,700422,CB-0200,0.5
462185,700422,MF-1400,0.5
462186,700424,BB-2725,1
462187,700429,SL-0500,1
462188,700430,BC-1200,1
462189,700431,TM-1400,1
462190,700432,JC-5560,0.5
462191,700432,MC-2150,0.5
462192,700433,MC-1350,1
462193,700437,BB-2725,1
462194,700438,JN-1750,1
462195,700439,CT-1300,1
462196,700440,JC-5560,0.5
462197,700440,CT-1300,0.5
462198,700447,TM-3450,0.5
462199,700447,DP-1268,0.5
462200,700448,SC-1725,1
462201,700450,BJ-2350,1
462202,700451,AH-3350,1
462203,700452,OS-0200,1
462204,700456,SC-1725,0.5
462205,700456,TM-3450,0.5
462206,700457,MF-1400,1
462207,700458,DP-1268,1
462208,700459,DP-1268,0.5
462209,700459,DB-5100,0.5
462210,700460,DH-0700,1
462211,700461,WC-0300,0.5
462212,700461,TM-3450,0.5
462213,700463,TM-3450,1
462214,700465,JN-1750,1
462215,700466,WC-0300,1
462216,700470,MC-2150,1
462217,700471,OS-0200,1
462218,700472,JD-3300,1
462219,700474,OS-0200,1
462220,700475,SL-0500,1
462221,700477,RJ-0550,1
462222,700478,PS-0550,0.5
462223,700478,BB-2725,0.5
462224,700481,BC-0500,1
462225,700483,OS-0200,1
462226,700485,BC-0500,1
462227,700486,BC-1200,1
462228,700490,EB-0800,1
462229,700491,DJ-1600,1
462230,700492,PG-0050,1
462231,700493,DF-1350,0.5
462232,700493,JM-0875,0.5
462233,700494,MP-0950,0.5
462234,700494,EB-0800,0.5
462235,700496,DP-1450,0.5
462236,700496,MP-0950,0.5
462237,700498,JJ-5000,1
462238,700499,KJ-0100,1
462239,700500,QD-0100,1
462240,700502,AH-0250,1
462241,700507,QD-0100,1
462242,700508,JW-1100,0.5
462243,700508,AH-0250,0.5
462244,700513,JM-0875,1
462245,700515,DJ-1600,1
462246,700517,JC-3350,1
462247,700521,JH-5550,1
462248,700522,MP-0950,1
462249,700526,KJ-0100,1
462250,700531,NW-0400,1
462251,700535,AH-0250,1
462252,700536,JJ-5000,1
462253,700537,QD-0100,0.5
462254,700537,JJ-5000,0.5
462255,700542,DJ-1600,1
462256,700543,PG-0050,1
462257,700544,DJ-1600,1
462258,700545,MP-0950,0.5
462259,700545,RP-0200,0.5
462260,700546,DS-3162,1
462261,700547,DP-1450,0.5
462262,700547,DJ-1600,0.5
462263,700548,DF-1350,1
462264,700549,FZ-0100,1
462265,700550,EB-0800,1
462266,700552,JM-0875,1
462267,700553,DS-3162,1
462268,700557,BM-1450,0.5
462269,700557,JS-3250,0.5
462270,700558,WM-0550,0.5
462271,700558,AB-2250,0.5
462272,700559,WM-0550,0.5
462273,700559,KJ-0650,0.5
462274,700560,JJ-5000,1
462275,700561,QD-0100,1
462276,700562,JH-5550,1
462277,700563,RP-0200,1
462278,700567,JC-3350,1
462279,700569,KJ-0100,1
462280,700570,WM-0550,1
462281,700577,QD-0100,0.5
462282,700577,AB-2250,0.5
462283,700578,JW-1100,0.5
462284,700578,VW-0200,0.5
462285,700579,VW-0200,0.5
462286,700579,BM-1450,0.5
462287,700581,JM-0875,0.5
462288,700581,TH-0200,0.5
462289,700582,CJ-2168,0.5
462290,700582,AB-0100,0.5
462291,700583,DJ-1600,0.5
462292,700583,EB-0800,0.5
462293,700585,DP-1450,0.5
462294,700585,JM-0875,0.5
462295,700587,DP-1450,0.5
462296,700587,TH-0200,0.5
462297,700591,JW-1100,0.5
462298,700591,BM-1450,0.5
462299,700593,JH-5550,1
462300,700600,JS-3250,1
462301,700602,SN-0450,1
462302,700604,JS-3250,1
462303,700605,MB-4950,0.5
462304,700605,BM-1450,0.5
462305,700606,JS-3250,0.5
462306,700606,JJ-5000,0.5
462307,700607,BM-1450,1
462308,700610,PG-0050,1
462309,700611,DJ-1600,1
462310,700612,JH-5550,1
462311,700613,FZ-0100,1
462312,700614,MP-0950,1
462313,700615,CJ-2168,0.5
462314,700615,DJ-1600,0.5
462315,700616,PG-0050,1
462316,700617,DJ-1600,0.5
462317,700617,RP-0200,0.5
462318,700618,MP-0950,0.5
462319,700618,EB-0800,0.5
462320,700622,AB-2250,1
462321,700625,KJ-0100,1
462322,700627,JC-3350,1
462323,700631,DP-1450,0.5
462324,700631,JM-0875,0.5
462325,700632,JM-0875,0.5
462326,700632,MP-0950,0.5
462327,700633,FZ-0100,1
462328,700634,FZ-0100,1
462329,700635,JM-0875,0.5
462330,700635,RP-0200,0.5
462331,700636,JH-5550,0.5
462332,700636,FZ-0100,0.5
462333,700637,DF-1350,1
462334,700638,DJ-1600,1
462335,700639,RP-0200,1
462336,700641,PG-0050,1
462337,700644,AB-2250,1
462338,700645,KJ-0650,1
462339,700646,BM-1450,0.5
462340,700646,AH-0250,0.5
462341,700647,KJ-0100,1
462342,700650,KJ-0650,1
462343,700654,BM-1450,0.5
462344,700654,KJ-0100,0.5
462345,700661,RJ-2000,0.5
462346,700661,XH-0100,0.5
462347,700662,RJ-2000,0.5
462348,700662,MT-0850,0.5
462349,700663,JJ-1620,1
462350,700664,RJ-2000,0.5
462351,700664,XH-0100,0.5
462352,700665,BM-0600,1
462353,700666,TF-0250,1
462354,700667,JW-0850,0.5
462355,700667,CJ-2150,0.5
462356,700672,PC-0300,1
462357,700676,XH-0100,1
462358,700677,IA-0100,1
462359,700678,KM-2000,1
462360,700679,IA-0100,1
462361,700680,NS-0800,0.5
462362,700680,KM-2000,0.5
462363,700685,JS-2100,1
462364,700686,SM-1050,1
462365,700687,PC-0300,1
462366,700689,JJ-1620,0.5
462367,700689,BM-0600,0.5
462368,700690,JW-0850,1
462369,700692,IA-0100,1
462370,700693,TF-0250,0.5
462371,700693,XH-0100,0.5
462372,700695,KM-2000,1
462373,700697,RJ-2000,1
462374,700698,KA-0750,0.5
462375,700698,IA-0100,0.5
462376,700699,NS-0800,0.5
462377,700699,JP-2850,0.5
462378,700700,MT-0850,1
462379,700704,VV-0100,1
462380,700705,JC-3550,1
462381,700708,JJ-1620,1
462382,700709,NS-0800,0.5
462383,700709,JJ-1620,0.5
462384,700713,MB-5250,1
462385,700715,BM-2850,1
462386,700719,KA-0750,0.5
462387,700719,BM-0600,0.5
462388,700721,NS-0800,0.5
462389,700721,CJ-2150,0.5
462390,700723,BM-0775,1
462391,700725,LR-0600,1
462392,700729,NS-0800,0.5
462393,700729,JJ-4300,0.5
462394,700730,RJ-2000,1
462395,700731,JJ-4300,0.5
462396,700731,KM-2000,0.5
462397,700732,JP-2850,0.5
462398,700732,KM-2000,0.5
462399,700736,JC-3550,1
462400,700737,PC-0300,1
462401,700738,LR-0600,1
462402,700740,NS-0800,0.5
462403,700740,RJ-2000,0.5
462404,700741,MW-2300,1
462405,700745,LR-0600,1
462406,700747,JC-3518,1
462407,700748,PC-0300,1
462408,700750,PC-0300,1
462409,700751,MB-5250,1
462410,700756,PC-0300,1
462411,700757,MB-5250,1
462412,700759,TF-0750,0.5
462413,700759,AB-2700,0.5
462414,700760,LR-0600,1
462415,700761,JF-3150,1
462416,700762,KA-0750,0.5
462417,700762,IA-0100,0.5
462418,700763,KA-0750,1
462419,700765,IA-0100,1
462420,700766,BM-0775,1
462421,700770,ER-0250,0.5
462422,700770,MB-5250,0.5
462423,700771,LR-0600,1
462424,700772,CL-1400,1
462425,700774,JC-3550,1
462426,700775,LR-0600,1
462427,700779,KA-0750,0.5
462428,700779,KM-2000,0.5
462429,700780,KA-0750,1
462430,700781,AB-2730,0.5
462431,700781,RJ-2000,0.5
462432,700783,NS-0800,1
462433,700784,RJ-2000,1
462434,700786,AB-2700,0.5
462435,700786,JF-3150,0.5
462436,700787,JF-3150,1
462437,700788,MB-5250,1
462438,700789,MB-5250,1
462439,700794,NS-0800,0.5
462440,700794,JJ-1620,0.5
462441,700795,RJ-2000,1
462442,700796,XH-0100,1
462443,700797,KM-2000,1
462444,700800,NS-0800,1
462445,700802,JC-3550,1
462446,700803,MB-3875,0.5
462447,700803,SM-1050,0.5
462448,700804,JC-3518,1
462449,700805,MB-5250,1
462450,700806,MB-5250,1
462451,700807,JC-3550,1
462452,700808,DH-1250,1
462453,700809,AB-2700,1
462454,700813,NS-0800,1
462455,700814,KA-0750,1
462456,700816,BM-0600,1
462457,700817,NS-0800,1
462458,700818,KA-0750,0.5
462459,700818,KM-2000,0.5
462460,700819,KA-0750,0.5
462461,700819,IA-0100,0.5
462462,700820,KA-0750,0.5
462463,700820,BM-0600,0.5
462464,700821,KM-2000,1
462465,700822,KA-0750,1
462466,700823,NS-0800,0.5
462467,700823,IA-0100,0.5
462468,700824,NH-1225,1
462469,700826,DM-1300,1
462470,700828,LR-0600,1
462471,700835,JP-2900,0.5
462472,700835,LC-0850,0.5
462473,700836,JJ-1550,1
462474,700837,DH-1850,0.5
462475,700837,JH-0840,0.5
462476,700838,LC-0850,1
462477,700841,VB-0087,1
462478,700842,NF-0100,0.5
462479,700842,CJ-2400,0.5
462480,700845,DH-1850,0.5
462481,700845,JH-0840,0.5
462482,700846,KR-0950,1
462483,700849,CR-1150,0.5
462484,700849,VB-0087,0.5
462485,700850,VB-0087,1
462486,700851,JL-0600,0.5
462487,700851,KV-0050,0.5
462488,700852,SM-3000,1
462489,700853,PW-0850,1
462490,700854,PW-0850,1
462491,700855,CR-1150,0.5
462492,700855,KV-0050,0.5
462493,700856,CR-1150,1
462494,700857,KV-0050,1
462495,700859,SM-3000,1
462496,700860,CJ-2400,0.5
462497,700860,KV-0050,0.5
462498,700861,JB-8800,0.5
462499,700861,VB-0087,0.5
462500,700864,DH-1850,0.5
462501,700864,DK-0465,0.5
462502,700865,KS-0800,1
462503,700868,SM-3000,1
462504,700869,SM-3000,1
462505,700870,JB-8800,1
462506,700871,JJ-1650,1
462507,700872,SM-3000,1
462508,700873,KV-0050,1
462509,700874,EA-0575,1
462510,700875,JC-1800,1
462511,700878,JC-1800,0.5
462512,700878,KR-0950,0.5
462513,700881,VB-0087,1
462514,700882,JL-0600,0.5
462515,700882,CR-1150,0.5
462516,700883,VB-0087,1
462517,700884,CR-1150,1
462518,700885,KC-2550,0.5
462519,700885,JB-8800,0.5
462520,700886,NB-0250,1
462521,700887,JJ-1550,1
462522,700888,DK-0465,0.5
462523,700888,EA-0575,0.5
462524,700890,JJ-1550,1
462525,700892,CR-1150,1
462526,700893,PK-0300,1
462527,700894,KC-2550,1
462528,700895,KV-0050,1
462529,700900,KR-0950,0.5
462530,700900,LH-0300,0.5
462531,700901,KR-0950,0.5
462532,700901,LC-0850,0.5
462533,700905,EA-0575,1
462534,700907,DT-1225,1
462535,700908,EA-0575,0.5
462536,700908,DT-1225,0.5
462537,700909,LC-0850,1
462538,700910,JJ-1550,1
462539,700911,LH-0300,1
462540,700913,RO-0450,0.5
462541,700913,JH-0840,0.5
462542,700915,JJ-1550,1
462543,700920,TD-0850,0.5
462544,700920,CJ-2400,0.5
462545,700921,JB-8800,1
462546,700922,DH-1425,1
462547,700923,JL-0600,0.5
462548,700923,SM-3000,0.5
462549,700924,PK-0300,0.5
462550,700924,TD-0850,0.5
462551,700926,KV-0050,1
462552,700929,DR-2800,1
462553,700930,LH-0300,0.5
462554,700930,LC-0850,0.5
462555,700931,JC-1800,0.5
462556,700931,JJ-1550,0.5
462557,700936,CJ-2400,0.5
462558,700936,MM-1550,0.5
462559,700937,CJ-2400,0.5
462560,700937,KV-0050,0.5
462561,700938,DO-0250,1
462562,700939,KC-2550,0.5
462563,700939,DH-1425,0.5
462564,700940,CR-1150,1
462565,700941,DH-1425,1
462566,700944,NF-0100,0.5
462567,700944,VB-0087,0.5
462568,700945,JB-8800,1
462569,700950,LH-0300,1
462570,700951,DR-2800,1
462571,700952,DH-1850,0.5
462572,700952,OV-0200,0.5
462573,700953,EA-0575,1
462574,700954,EA-0575,1
462575,700955,JJ-1550,1
462576,700956,JC-1800,0.5
462577,700956,JJ-1550,0.5
462578,700960,JB-8800,1
462579,700961,SM-3000,1
462580,700962,TD-0850,0.5
462581,700962,VB-0087,0.5
462582,700963,CR-1150,0.5
462583,700963,KC-2550,0.5
462584,700964,SM-3000,1
462585,700965,CR-1150,1
462586,700966,JB-8800,0.5
462587,700966,VB-0087,0.5
462588,700967,CJ-2400,0.5
462589,700967,CR-1150,0.5
462590,700968,TD-0850,0.5
462591,700968,CJ-2400,0.5
462592,700972,DT-1225,1
462593,700978,CR-1150,0.5
462594,700978,SM-3000,0.5
462595,700979,DO-0250,0.5
462596,700979,CR-1150,0.5
462597,700982,KR-0950,1
462598,700983,JC-1800,0.5
462599,700983,EA-0575,0.5
462600,700984,JC-1800,1
462601,700987,DT-1225,1
462602,700988,JH-0840,1
462603,700993,NF-0100,1
462604,700995,CR-1150,1
462605,700996,KC-2550,1
462606,700997,KV-0050,1
462607,700998,MM-1550,1
462608,701000,KC-2550,1
462609,701006,QD-0200,0.5
462610,701006,NB-0400,0.5
462611,701008,TB-1850,1
462612,701009,KE-0050,0.5
462613,701009,LK-0600,0.5
462614,701010,TD-0700,1
462615,701011,KS-0850,1
462616,701012,KS-0850,1
462617,701016,TB-2700,1
462618,701017,DB-5475,0.5
462619,701017,NB-0400,0.5
462620,701018,DB-5475,0.5
462621,701018,JW-0750,0.5
462622,701019,AB-3100,1
462623,701020,AB-1500,1
462624,701022,AB-3100,1
462625,701023,NB-0400,1
462626,701024,RA-1350,1
462627,701027,TB-2700,1
462628,701028,RA-1350,1
462629,701031,CJ-1300,1
462630,701032,CJ-1300,1
462631,701035,ST-0550,0.5
462632,701035,LK-0600,0.5
462633,701036,BB-1750,1
462634,701037,MA-0300,0.5
462635,701037,ST-0550,0.5
462636,701038,ST-0550,1
462637,701040,TB-1850,1
462638,701043,AA-0562,0.5
462639,701043,QD-0200,0.5
462640,701044,NB-0400,0.5
462641,701044,ER-0150,0.5
462642,701045,AB-3100,1
462643,701047,AB-1500,1
462644,701048,JB-4975,1
462645,701049,TB-1850,1
462646,701050,LK-0600,1
462647,701051,DW-4750,1
462648,701052,TB-1850,1
462649,701053,MA-0300,0.5
462650,701053,DW-4750,0.5
462651,701060,LK-0600,0.5
462652,701060,RM-1900,0.5
462653,701061,KC-1800,1
462654,701064,JW-0750,1
462655,701065,DB-5475,1
462656,701066,RA-1350,1
462657,701067,MP-2550,0.5
462658,701067,GH-1050,0.5
462659,701068,NB-0400,0.5
462660,701068,GH-1050,0.5
462661,701072,KC-1800,1
462662,701073,TD-0700,1
462663,701074,LK-0600,0.5
462664,701074,BB-1750,0.5
462665,701075,LK-0600,1
462666,701077,KC-1800,1
462667,701081,TB-2700,1
462668,701084,JW-0750,1
462669,701085,JT-0650,1
462670,701087,KE-0050,0.5
462671,701087,LK-0600,0.5
462672,701088,LK-0600,1
462673,701089,VB-0375,0.5
462674,701089,KE-0050,0.5
462675,701091,RR-0925,0.5
462676,701091,JW-0750,0.5
462677,701092,AB-1500,1
462678,701099,KE-0050,0.5
462679,701099,LK-0600,0.5
462680,701101,BB-1750,1
462681,701103,AB-1500,1
462682,701105,JW-0750,1
462683,701106,RA-1350,1
462684,701110,JW-0750,1
462685,701111,EH-0150,1
462686,701115,KS-0850,0.5
462687,701115,LK-0600,0.5
462688,701119,TB-2700,1
462689,701120,GH-1050,0.5
462690,701120,JW-0750,0.5
462691,701121,NB-0400,1
462692,701123,TC-0370,0.5
462693,701123,GH-1050,0.5
462694,701127,TD-0700,1
462695,701128,DW-4750,1
462696,701129,JB-4975,1
462697,701130,DW-4750,1
462698,701131,LK-0600,1
462699,701136,DB-5475,0.5
462700,701136,MP-2550,0.5
462701,701138,AB-1500,1
462702,701139,NB-0400,0.5
462703,701139,ER-0150,0.5
462704,701140,GH-1050,0.5
462705,701140,JW-0750,0.5
462706,701142,CJ-1300,1
462707,701150,GH-1050,0.5
462708,701150,AB-1500,0.5
462709,701151,AB-1500,1
462710,701152,JW-0750,1
462711,701153,NB-0400,0.5
462712,701153,GH-1050,0.5
462713,701154,AB-1500,1
462714,701155,ER-0150,1
462715,701166,ER-0150,0.5
462716,701166,CD-0925,0.5
462717,701167,NB-0400,1
462718,701168,AB-1500,1
462719,701169,DB-5475,0.5
462720,701169,EH-0150,0.5
462721,701170,MP-2550,1
462722,701176,ER-0150,1
462723,701177,GH-1050,1
462724,701178,QD-0200,1
462725,701186,ER-0150,1
462726,701187,NB-0400,0.5
462727,701187,GH-1050,0.5
462728,701188,NB-0400,1
462729,701193,BB-1750,1
462730,701194,DW-4750,1
462731,701195,AK-0650,1
462732,701198,AW-1412,1
462733,701199,TW-0160,0.5
462734,701199,AW-1412,0.5
462735,701200,RB-4800,1
462736,701201,DT-0150,1
462737,701202,DT-0150,0.5
462738,701202,TW-1750,0.5
462739,701203,NL-0250,1
462740,701205,AR-1115,1
462741,701206,KT-0625,1
462742,701209,DS-1400,1
462743,701213,DT-0150,1
462744,701216,DB-0950,1
462745,701217,JM-2800,1
462746,701218,WW-0900,1
462747,701219,AW-1450,1
462748,701220,JM-2800,1
462749,701221,KK-1000,1
462750,701227,TW-1750,1
462751,701228,TW-3250,1
462752,701229,WG-0600,1
462753,701230,TW-3250,1
462754,701232,DT-0150,0.5
462755,701232,AW-1412,0.5
462756,701233,TW-1750,1
462757,701235,HN-0300,1
462758,701236,NL-0250,1
462759,701238,DS-2250,1
462760,701239,SC-0550,1
462761,701240,TW-1750,1
462762,701243,RJ-0900,1
462763,701245,PC-0800,1
462764,701248,KK-1000,1
462765,701249,DS-1400,1
462766,701250,AB-1925,0.5
462767,701250,WW-0900,0.5
462768,701251,PC-0800,1
462769,701252,AW-0275,0.5
462770,701252,RJ-0900,0.5
462771,701254,DS-2250,1
462772,701255,KV-0075,1
462773,701259,BO-0400,1
462774,701260,PC-0800,1
462775,701261,PC-0800,1
462776,701263,AW-1450,1
462777,701265,KD-1125,1
462778,701266,BM-0800,1
462779,701267,BO-0400,1
462780,701271,SS-2450,1
462781,701274,AB-1925,1
462782,701278,TW-3250,1
462783,701283,RJ-0900,1
462784,701284,JM-2800,1
462785,701287,AW-1450,0.5
462786,701287,DS-1400,0.5
462787,701291,SC-0550,1
462788,701292,TW-1750,1
462789,701293,TW-3250,1
462790,701294,TW-1750,0.5
462791,701294,GQ-0100,0.5
462792,701295,DT-0150,1
462793,701298,AW-1450,1
462794,701299,DS-3450,1
462795,701300,SS-2450,1
462796,701302,KB-2850,1
462797,701303,KK-1000,0.5
462798,701303,SS-2450,0.5
462799,701306,AW-0275,1
462800,701308,JM-2800,1
462801,701309,AW-1450,1
462802,701311,JM-2800,1
462803,701316,TW-3250,1
462804,701317,TW-0160,1
462805,701319,TW-1750,1
462806,701320,BC-2350,1
462807,701324,KD-1125,1
462808,701325,PC-0800,1
462809,701326,AW-1450,1
462810,701327,WW-0900,1
462811,701330,JC-1700,1
462812,701333,TW-3250,1
462813,701336,DS-2250,1
462814,701339,JM-2800,1
462815,701340,DS-3450,1
462816,701343,TA-0825,1
462817,701344,TA-0825,1
462818,701345,BC-2350,1
462819,701346,GQ-0100,1
462820,701347,TW-1750,1
462821,701348,TA-0825,1
462822,701349,RB-4800,1
462823,701350,GQ-0100,1
462824,701351,TW-1750,1
462825,701352,NL-0250,1
462826,701354,TW-1750,0.5
462827,701354,TW-3250,0.5
462828,701355,RB-4800,1
462829,701361,DS-1400,1
462830,701363,DS-3450,1
462831,701367,KW-2500,1
462832,701368,CA-1300,0.5
462833,701368,BW-0150,0.5
462834,701369,DS-1730,1
462835,701372,DS-1730,1
462836,701373,MB-1900,0.5
462837,701373,BW-0150,0.5
462838,701374,BW-0150,1
462839,701378,WH-0300,0.5
462840,701378,TJ-2250,0.5
462841,701379,AD-1475,1
462842,701380,MB-0650,1
462843,701382,FC-0150,0.5
462844,701382,KC-0900,0.5
462845,701385,JL-0230,1
462846,701387,MB-0650,1
462847,701388,AD-1475,1
462848,701390,LJ-1800,1
462849,701391,MA-0450,1
462850,701394,AO-0250,1
462851,701395,MB-0650,1
462852,701396,WH-0300,0.5
462853,701396,TJ-2250,0.5
462854,701397,WH-0300,0.5
462855,701397,AD-1475,0.5
462856,701398,CS-1250,1
462857,701400,TJ-2250,1
462858,701401,AO-0250,1
462859,701407,KC-0900,1
462860,701410,DE-0050,0.5
462861,701410,MB-0650,0.5
462862,701411,TJ-2250,1
462863,701413,AO-0250,1
462864,701414,MB-0650,1
462865,701417,BW-0150,1
462866,701419,BW-0150,1
462867,701421,ES-0800,1
462868,701422,AD-1475,1
462869,701425,LJ-1800,1
462870,701427,MA-0450,1
462871,701428,DE-0050,1
462872,701429,MB-0650,1
462873,701433,ET-0200,1
462874,701434,BW-0150,1
462875,701435,AR-2000,1
462876,701436,MM-5200,1
462877,701437,MB-1900,1
462878,701438,RS-1000,1
462879,701442,MB-0650,1
462880,701443,CD-0950,1
462881,701444,WH-0300,0.5
462882,701444,MA-0450,0.5
462883,701446,TH-1650,1
462884,701450,AO-0250,1
462885,701451,RQ-0200,0.5
462886,701451,AO-0250,0.5
462887,701452,TJ-2250,1
462888,701454,TJ-2250,1
462889,701455,MB-0650,1
462890,701457,JR-1025,1
462891,701459,KW-2500,1
462892,701461,KW-2500,1
462893,701462,JR-1025,0.5
462894,701462,BW-0150,0.5
462895,701463,KC-0900,1
462896,701466,TM-1750,1
462897,701467,AO-0250,1
462898,701468,AO-0250,1
462899,701469,DE-0050,0.5
462900,701469,ES-0800,0.5
462901,701472,KC-0900,1
462902,701473,KW-2500,0.5
462903,701473,RS-1000,0.5
462904,701474,RS-1000,1
462905,701475,FC-0150,1
462906,701477,KW-2500,1
