uid,gid,player,pa,pc,py,ints,tdp,ra,sra,ry,tdr,trg,rec,recy,tdrec,ret,rety,tdret,fuml,peny,conv,snp,fp,fp2,fp3,game,seas,year,team,posd,jnum,dcp
88925,4274,IC-0300,0,0,0,0,0,18,6,133,1,1,1,15,0,0,0,0,0,0,0,32,20.8,21.3,24.8,2,3,2016,CLE,RB,34,1
88926,4274,JM-2900,33,20,260,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,62,14.4,16.4,14.4,1,15,2016,CLE,QB,13,1
88927,4274,AH-1900,0,0,0,0,0,0,0,0,0,3,3,28,0,0,0,0,0,0,0,37,2.8,4.3,5.8,2,6,2016,CLE,LWR,16,2
88928,4274,CC-3650,0,0,0,0,0,0,0,0,0,8,5,104,2,0,0,0,0,15,0,53,22.4,24.9,30.4,2,1,2016,CLE,LWR,19,1
88929,4274,DJ-1850,0,0,0,0,0,3,0,12,0,5,4,44,0,1,19,0,0,0,0,31,5.6,7.6,9.6,2,2,2016,CLE,RB,29,2
88930,4274,TP-2400,0,0,0,0,0,0,0,0,0,10,3,32,0,0,0,0,0,10,0,56,3.2,4.7,6.2,2,6,2016,CLE,RWR,11,1
88931,4274,DH-2700,0,0,0,0,0,0,0,0,0,0,0,0,0,6,102,0,0,0,0,2,0,0,0,2,11,2016,BAL,LWR,14,3
88932,4274,JF-2800,0,0,0,0,0,14,3,37,0,5,3,9,0,0,0,0,0,0,0,41,4.6,6.1,7.6,2,9,2016,BAL,RB,29,1
88933,4274,JF-1900,45,25,302,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,75,16.18,18.18,19.18,2,9,2016,BAL,QB,5,1
88934,4274,DP-1300,0,0,0,0,0,0,0,0,0,12,9,102,0,0,0,0,0,5,0,45,10.2,14.7,22.2,2,7,2016,BAL,TE,88,1
88935,4274,MW-0500,0,0,0,0,0,0,0,0,0,6,4,41,2,0,0,0,0,0,0,53,16.1,18.1,20.1,2,8,2016,BAL,RWR,12,1
88936,4274,CG-1030,0,0,0,0,0,0,0,0,0,3,1,22,0,0,0,0,0,0,0,37,2.2,2.7,3.2,2,3,2016,BAL,TE,80,2
88937,4274,KJ-1400,0,0,0,0,0,0,0,0,0,2,1,8,0,0,0,0,0,0,0,15,0.8,1.3,1.8,2,4,2016,BAL,FB,44,1
88938,4274,TW-1350,0,0,0,0,0,11,5,42,0,3,1,15,0,0,0,0,0,0,0,21,5.7,6.2,6.7,2,3,2016,BAL,RB,28,2
88939,4274,SS-2100,0,0,0,0,0,0,0,0,0,6,3,64,0,0,0,0,0,0,0,53,6.4,7.9,9.4,2,16,2016,BAL,LWR,89,1
88940,4274,GB-0200,0,0,0,0,0,0,0,0,0,5,4,37,0,0,0,0,0,0,0,61,3.7,5.7,7.7,2,9,2016,CLE,TE,82,1
88941,4274,CM-2675,0,0,0,0,0,0,0,0,0,2,1,9,0,0,0,0,0,0,0,25,0.9,1.4,1.9,2,1,2016,BAL,RWR,10,3
88942,4274,KA-0400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31,0,0,0,2,6,2016,BAL,LWR,11,2
88943,4274,BP-0450,0,0,0,0,0,0,0,0,0,5,2,32,0,0,0,0,0,0,0,31,3.2,4.2,5.2,2,2,2016,BAL,RWR,18,2
88944,4274,RH-1950,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1,2016,CLE,LWR,81,3
88945,4274,GA-0500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,1,3,2016,CLE,RB,25,3
88946,4275,DW-3600,0,0,0,0,0,32,13,94,0,5,4,38,1,0,0,0,0,0,0,66,19.2,21.2,23.2,2,11,2016,PIT,RB,34,1
88947,4275,JH-4025,0,0,0,0,0,11,1,22,0,5,3,37,0,0,0,0,0,0,0,29,5.9,7.4,8.9,2,3,2016,CIN,RB,32,1
88948,4275,AD-0100,54,31,366,0,1,2,1,7,0,0,0,0,0,0,0,0,0,5,0,76,19.34,19.34,22.34,2,6,2016,CIN,QB,14,1
88949,4275,TB-2075,0,0,0,0,0,0,0,0,0,8,6,78,0,0,0,0,1,0,0,60,5.8,8.8,12.8,2,1,2016,CIN,RWR,83,2
88950,4275,AG-1500,0,0,0,0,0,0,0,0,0,8,2,38,0,0,0,0,0,0,0,72,3.8,4.8,5.8,2,6,2016,CIN,LWR,18,1
88951,4275,ER-0462,0,0,0,0,0,0,0,0,0,3,1,9,0,5,27,0,0,0,0,41,0.9,1.4,1.9,2,2,2016,PIT,LWR,17,3
88952,4275,BR-1100,37,19,259,2,3,1,1,14,0,0,0,0,0,0,0,0,0,0,0,74,19.76,21.76,19.76,2,13,2016,PIT,QB,7,1
88953,4275,AB-3500,0,0,0,0,0,0,0,0,0,11,4,39,0,2,18,0,0,0,0,74,3.9,5.9,7.9,2,7,2016,PIT,LWR,84,1
88954,4275,JJ-0725,0,0,0,0,0,0,0,0,0,5,3,29,1,0,0,0,0,0,0,74,8.9,10.4,11.9,2,2,2016,PIT,TE,81,1
88955,4275,CU-0150,0,0,0,0,0,0,0,0,0,8,3,9,0,0,0,0,0,0,0,41,0.9,2.4,3.9,2,2,2016,CIN,TE,87,2
88956,4275,XG-0100,0,0,0,0,0,0,0,0,0,4,2,26,1,0,0,0,0,0,0,17,8.6,9.6,10.6,1,3,2016,PIT,TE,85,3
88957,4275,SC-0775,0,0,0,0,0,1,1,6,0,5,2,97,0,0,0,0,0,0,0,35,10.3,11.3,12.3,2,2,2016,PIT,LWR,14,2
88958,4275,BL-0100,0,0,0,0,0,0,0,0,0,8,3,39,0,0,0,0,0,0,0,72,3.9,5.4,6.9,2,7,2016,CIN,RWR,11,1
88959,4275,TK-0850,0,0,0,0,0,0,0,0,0,4,3,35,0,0,0,0,0,0,0,41,3.5,5,6.5,1,2,2016,CIN,TE,81,1
88960,4275,GB-0350,0,0,0,0,0,5,2,17,0,11,9,100,1,0,0,0,1,0,0,47,15.7,20.2,28.7,2,4,2016,CIN,RB,25,2
88961,4275,FT-0300,0,0,0,0,0,1,1,4,0,1,1,9,0,1,22,0,0,0,0,7,1.3,1.8,2.3,2,3,2016,PIT,RB,33,2
88962,4275,DJ-1300,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,26,0.5,1,1.5,1,8,2016,PIT,TE,46,2
88963,4275,DH-2800,0,0,0,0,0,0,0,0,0,2,1,7,0,0,0,0,0,0,0,26,0.7,1.2,1.7,1,8,2016,PIT,RWR,88,2
88964,4275,AE-1037,0,0,0,0,0,0,0,0,0,1,1,20,0,4,0,0,0,0,0,4,2,2.5,3,2,1,2016,CIN,RWR,12,3
88965,4275,DR-1450,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0.6,0.6,1,5,2016,PIT,RB,38,3
88966,4275,JW-6545,0,0,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0,0,2,1,1.5,2,2,3,2016,CIN,LWR,86,2
88967,4276,RS-2125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,1,2,2016,DAL,FB,45,1
88968,4276,DP-2037,30,22,292,0,0,1,1,6,1,0,0,0,0,0,0,0,0,5,0,68,18.28,18.28,18.28,2,1,2016,DAL,QB,4,1
88969,4276,CB-1130,0,0,0,0,0,0,0,0,0,6,5,75,0,0,0,0,0,0,0,41,7.5,10,12.5,2,5,2016,DAL,RWR,11,2
88970,4276,EE-0250,0,0,0,0,0,21,11,83,1,2,2,4,0,0,0,0,1,0,0,43,12.7,13.7,15.7,2,1,2016,DAL,RB,21,1
88971,4276,DB-5300,0,0,0,0,0,0,0,0,0,12,7,102,0,0,0,0,0,0,0,57,10.2,13.7,20.2,2,7,2016,DAL,LWR,88,1
88972,4276,BB-4100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,0,0,0,2,4,2016,DAL,LWR,19,2
88973,4276,CT-1220,0,0,0,0,0,2,0,1,0,4,3,57,0,1,28,0,0,0,0,28,5.8,7.3,8.8,2,4,2016,WAS,RB,25,2
88974,4276,MJ-2275,0,0,0,0,0,13,8,61,1,1,1,4,0,0,0,0,0,0,0,39,12.5,13,13.5,2,2,2016,WAS,RB,31,1
88975,4276,KC-2350,46,28,364,1,1,2,2,20,0,0,0,0,0,0,0,0,0,0,0,67,18.56,19.56,21.56,2,5,2016,WAS,QB,8,1
88976,4276,DJ-0200,0,0,0,0,0,0,0,0,0,5,3,40,0,0,0,0,0,0,0,51,4,5.5,7,2,9,2016,WAS,RWR,11,1
88977,4276,JC-5680,0,0,0,0,0,0,0,0,0,8,6,39,1,2,30,0,0,0,0,48,9.9,12.9,15.9,2,2,2016,WAS,SWR,80,1
88978,4276,JW-6000,0,0,0,0,0,0,0,0,0,4,3,51,0,0,0,0,0,0,0,68,5.1,6.6,8.1,2,14,2016,DAL,TE,82,1
88979,4276,AM-2850,0,0,0,0,0,5,2,7,1,0,0,0,0,0,0,0,0,0,0,10,6.7,6.7,6.7,2,5,2016,DAL,RB,46,2
88980,4276,GS-1400,0,0,0,0,0,0,0,0,0,2,2,29,0,0,0,0,0,0,0,18,2.9,3.9,4.9,2,2,2016,DAL,TE,87,2
88981,4276,JR-1150,0,0,0,0,0,0,0,0,0,7,5,70,0,0,0,0,0,0,0,59,7,9.5,12,2,4,2016,WAS,TE,86,1
88982,4276,NP-0100,0,0,0,0,0,0,0,0,0,1,1,16,0,0,0,0,0,5,0,7,1.6,2.1,2.6,1,6,2016,WAS,TE,84,3
88983,4276,VD-0100,0,0,0,0,0,0,0,0,0,5,5,51,0,0,0,0,0,5,0,27,5.1,7.6,10.1,2,11,2016,WAS,TE,85,2
88984,4276,PG-0100,0,0,0,0,0,0,0,0,0,7,2,25,0,0,0,0,0,0,0,46,2.5,3.5,4.5,2,9,2016,WAS,LWR,88,1
88985,4276,LD-0850,0,0,0,0,0,3,1,6,0,2,2,26,0,0,0,0,0,0,0,9,3.2,4.2,5.2,2,5,2016,DAL,RB,25,3
88986,4276,LW-1150,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,0,0,0,0,8,0,0,0,2,2,2016,DAL,RWR,13,3
88987,4276,RG-1650,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,12,0.5,1,1.5,2,3,2016,WAS,SWR,14,2
88988,4276,JD-2350,0,0,0,0,0,0,0,0,0,5,1,57,0,0,0,0,0,0,0,19,5.7,6.2,6.7,2,1,2016,WAS,RWR,18,2
88989,4276,KS-1450,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,5,0.5,1,1.5,2,3,2016,DAL,FB,41,2
88990,4277,TE-0350,0,0,0,0,0,0,0,0,0,0,0,0,0,8,51,0,0,0,0,1,0,0,0,2,1,2016,HOU,RB,34,4
88991,4277,BO-0650,33,19,268,2,1,2,0,-3,0,0,0,0,0,0,0,0,0,0,0,71,10.42,12.42,10.42,2,5,2016,HOU,QB,17,1
88992,4277,CF-0375,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,7,0,41,0.1,0.6,1.1,2,3,2016,HOU,TE,87,1
88993,4277,LM-1150,0,0,0,0,0,25,11,83,0,2,2,14,0,0,0,0,0,0,0,52,9.7,10.7,11.7,2,5,2016,HOU,RB,26,1
88994,4277,WF-0300,0,0,0,0,0,0,0,0,0,7,4,104,0,0,0,0,0,0,0,65,10.4,12.4,17.4,2,1,2016,HOU,RWR,15,1
88995,4277,DH-3950,0,0,0,0,0,0,0,0,0,11,7,113,1,0,0,0,0,0,0,72,17.3,20.8,27.3,2,4,2016,HOU,LWR,10,1
88996,4277,BM-2350,0,0,0,0,0,1,0,-2,0,3,1,3,0,0,0,0,0,0,0,20,0.1,0.6,1.1,2,1,2016,HOU,RWR,13,2
88997,4277,AS-1600,37,20,186,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,64,3.64,3.64,5.64,2,12,2016,KC,QB,11,1
88998,4277,TK-0150,0,0,0,0,0,0,0,0,0,7,5,34,0,0,0,0,0,7,0,55,3.4,5.9,8.4,2,4,2016,KC,TE,87,1
88999,4277,CC-3950,0,0,0,0,0,0,0,0,0,4,2,15,0,0,0,0,0,0,0,54,1.5,2.5,3.5,2,2,2016,KC,RWR,17,1
89000,4277,JM-0200,0,0,0,0,0,0,0,0,0,15,6,68,0,0,0,0,0,0,0,63,6.8,9.8,12.8,2,8,2016,KC,LWR,19,1
89001,4277,SW-0350,0,0,0,0,0,10,3,57,0,3,2,48,0,0,0,0,1,0,0,36,8.5,9.5,11.5,2,4,2016,KC,FB,32,2
89002,4277,KD-0450,0,0,0,0,0,0,0,0,0,0,0,0,0,3,75,0,0,0,0,1,0,0,0,1,4,2016,KC,RB,34,4
89003,4277,TH-1750,0,0,0,0,0,1,0,-1,0,2,2,8,0,6,119,0,0,0,0,7,0.7,1.7,2.7,2,1,2016,KC,LWR,81,2
89004,4277,CW-1450,0,0,0,0,0,6,3,61,0,2,1,2,0,0,0,0,0,0,0,26,6.3,6.8,7.3,2,3,2016,KC,RB,35,3
89005,4277,RG-1870,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,0,0,27,0.5,1,1.5,2,4,2016,HOU,TE,84,2
89006,4277,DH-1450,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,2,4,2016,KC,TE,84,2
89007,4277,AB-1975,0,0,0,0,0,5,3,11,0,0,0,0,0,0,0,0,0,0,0,9,1.1,1.1,1.1,2,3,2016,HOU,RB,28,2
89008,4277,SA-0850,0,0,0,0,0,0,0,0,0,3,2,15,0,0,0,0,0,0,0,12,1.5,2.5,3.5,2,1,2016,HOU,TE,89,3
89009,4277,JS-7075,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42,0,0,0,1,2,2016,HOU,LWR,11,2
89010,4277,AW-1650,0,0,0,0,0,0,0,0,0,3,2,11,0,0,0,0,0,0,0,41,1.1,2.1,3.1,2,3,2016,KC,RWR,12,2
89011,4277,JG-3850,0,0,0,0,0,1,0,8,0,3,1,13,0,0,0,0,0,0,0,10,2.1,2.6,3.1,1,5,2016,HOU,RB,41,3
89012,4277,RT-1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,2,2,2016,KC,TE,88,3
89013,4278,JG-0650,27,18,234,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,21.36,21.36,21.36,2,3,2016,NE,QB,10,1
89014,4278,JE-0100,0,0,0,0,0,0,0,0,0,11,7,76,0,0,0,0,0,0,0,63,7.6,11.1,14.6,2,8,2016,NE,RWR,11,1
89015,4278,LB-0500,0,0,0,0,0,29,13,123,1,0,0,0,0,0,0,0,0,0,0,51,18.3,18.3,21.3,2,7,2016,NE,RB,29,1
89016,4278,DF-1375,0,0,0,0,0,1,0,7,0,2,1,2,0,0,0,0,0,0,0,4,0.9,1.4,1.9,1,1,2016,NE,RB,27,3
89017,4278,MB-1800,0,0,0,0,0,0,0,0,0,6,5,114,1,0,0,0,0,0,0,80,17.4,19.9,25.4,2,9,2016,NE,TE,88,1
89018,4278,DA-0900,0,0,0,0,0,0,0,0,0,4,4,50,2,4,33,0,1,0,0,19,15,17,20,2,9,2016,NE,LWR,80,1
89019,4278,AF-0900,0,0,0,0,0,3,1,9,0,0,0,0,0,0,0,0,0,0,0,10,0.9,0.9,0.9,2,8,2016,MIA,RB,34,1
89020,4278,RT-0150,45,32,389,2,2,6,4,35,0,0,0,0,0,0,0,0,0,0,0,64,23.06,25.06,26.06,2,5,2016,MIA,QB,17,1
89021,4278,KS-2350,0,0,0,0,0,0,0,0,0,4,2,39,1,0,0,0,0,10,0,63,9.9,10.9,11.9,2,4,2016,MIA,RWR,10,1
89022,4278,JC-0400,0,0,0,0,0,0,0,0,0,7,5,49,1,0,0,0,0,0,0,37,10.9,13.4,15.9,2,6,2016,MIA,TE,84,1
89023,4278,CH-3350,0,0,0,0,0,0,0,0,0,6,4,59,0,0,0,0,0,0,0,63,5.9,7.9,9.9,2,6,2016,NE,LWR,15,2
89024,4278,JW-2550,0,0,0,0,0,4,1,19,0,4,2,10,0,0,0,0,0,0,0,28,2.9,3.9,4.9,2,3,2016,NE,RB,28,1
89025,4278,MS-2100,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18,0,0,0,0,14,0,0,0,1,9,2016,NE,LWR,18,3
89026,4278,KD-1462,0,0,0,0,0,2,2,12,1,2,2,6,0,1,15,0,0,0,0,18,7.8,8.8,9.8,1,1,2016,MIA,RB,32,4
89027,4278,JL-0215,0,0,0,0,0,0,0,0,0,13,10,137,0,1,0,0,1,0,0,60,11.7,16.7,25.7,2,3,2016,MIA,SWR,14,1
89028,4278,DP-0350,0,0,0,0,0,0,0,0,0,13,8,106,0,0,0,0,0,0,0,59,10.6,14.6,21.6,1,2,2016,MIA,LWR,11,1
89029,4278,JA-0450,0,0,0,0,0,5,1,14,0,4,4,31,0,0,0,0,1,0,0,36,2.5,4.5,7.5,1,2,2016,MIA,RB,23,2
89030,4278,MM-3450,0,0,0,0,0,0,0,0,0,2,1,15,0,0,0,0,0,0,0,31,1.5,2,2.5,2,1,2016,NE,RWR,19,2
89031,4278,JB-5725,9,6,92,0,0,4,3,12,0,0,0,0,0,0,0,0,0,0,0,38,4.88,4.88,4.88,1,1,2016,NE,QB,7,2
89032,4278,DS-2170,0,0,0,0,0,0,0,0,0,1,1,21,0,0,0,0,0,0,0,33,2.1,2.6,3.1,1,4,2016,MIA,TE,80,2
89033,4279,TC-0050,0,0,0,0,0,0,0,0,0,3,2,17,0,2,24,0,0,0,0,19,1.7,2.7,3.7,2,5,2016,NO,RB,38,3
89034,4279,MI-0100,0,0,0,0,0,9,3,30,0,4,4,17,0,0,0,0,0,5,0,33,4.7,6.7,8.7,2,6,2016,NO,RB,22,1
89035,4279,DB-3800,44,29,263,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,62,14.52,14.52,14.52,2,16,2016,NO,QB,9,1
89036,4279,WS-0925,0,0,0,0,0,0,0,0,0,8,5,54,1,0,0,0,0,0,0,54,11.4,13.9,16.4,2,3,2016,NO,RWR,83,2
89037,4279,CF-0650,0,0,0,0,0,0,0,0,0,8,2,29,0,0,0,0,0,0,0,47,2.9,3.9,4.9,2,5,2016,NO,TE,82,1
89038,4279,EM-0200,41,32,368,0,0,4,0,-4,0,0,0,0,0,0,0,0,1,0,0,79,12.32,12.32,16.32,2,13,2016,NYG,QB,10,1
89039,4279,SS-1250,0,0,0,0,0,0,0,0,0,8,8,117,0,0,0,0,0,0,0,75,11.7,15.7,22.7,2,1,2016,NYG,RWR,87,1
89040,4279,RJ-0800,0,0,0,0,0,13,6,27,0,2,2,13,0,0,0,0,0,0,0,34,4,5,6,2,8,2016,NYG,RB,23,1
89041,4279,VC-0300,0,0,0,0,0,0,0,0,0,8,4,91,0,0,0,0,1,0,0,74,7.1,9.1,12.1,2,7,2016,NYG,WR,80,1
89042,4279,TL-0825,0,0,0,0,0,0,0,0,0,1,1,-1,0,2,27,0,0,0,0,6,-0.1,0.4,0.9,1,1,2016,NO,RWR,87,3
89043,4279,TH-1600,0,0,0,0,0,3,2,9,0,0,0,0,0,0,0,0,0,0,0,3,0.9,0.9,0.9,2,9,2016,NO,RB,34,2
89044,4279,WT-0600,0,0,0,0,0,0,0,0,0,3,2,10,0,0,0,0,0,0,0,41,1,2,3,2,2,2016,NYG,TE,45,2
89045,4279,OB-0075,0,0,0,0,0,0,0,0,0,11,8,86,0,0,0,0,0,0,0,78,8.6,12.6,16.6,2,3,2016,NYG,LWR,13,1
89046,4279,SV-0200,0,0,0,0,0,14,6,42,0,3,3,24,0,0,0,0,1,0,0,40,4.6,6.1,8.6,2,6,2016,NYG,RB,34,2
89047,4279,LD-0650,0,0,0,0,0,0,0,0,0,5,4,24,0,0,0,0,0,0,0,43,2.4,4.4,6.4,2,5,2016,NYG,TE,84,1
89048,4279,JK-2200,0,0,0,0,0,1,0,2,0,2,2,8,0,0,0,0,0,0,0,15,1,2,3,2,12,2016,NO,FB,29,1
89049,4279,BC-2325,0,0,0,0,0,0,0,0,0,9,7,68,0,0,0,0,0,0,0,53,6.8,10.3,13.8,2,3,2016,NO,RWR,10,1
89050,4279,BC-1850,0,0,0,0,0,0,0,0,0,4,2,15,0,0,0,0,0,20,0,21,1.5,2.5,3.5,1,3,2016,NO,LWR,16,2
89051,4279,MT-0875,0,0,0,0,0,0,0,0,0,5,4,56,0,0,0,0,0,0,0,37,5.6,7.6,9.6,2,1,2016,NO,LWR,13,1
89052,4279,DH-1800,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,3,0,0,0,2,6,2016,NYG,RWR,17,2
89053,4279,OD-0200,0,0,0,0,0,1,0,-1,0,1,1,3,0,0,0,0,0,0,0,5,0.2,0.7,1.2,1,3,2016,NYG,RB,26,3
89054,4280,TG-0900,0,0,0,0,0,1,1,5,0,4,2,51,0,12,168,0,1,0,0,49,3.6,4.6,6.6,2,10,2016,CAR,RWR,19,1
89055,4280,JS-6700,0,0,0,0,0,5,2,9,0,2,2,7,0,0,0,0,0,0,0,10,1.6,2.6,3.6,2,9,2016,CAR,RB,28,1
89056,4280,CN-0500,40,24,353,1,4,6,4,37,0,0,0,0,0,0,0,0,1,5,0,83,29.82,30.82,33.82,2,6,2016,CAR,QB,1,1
89057,4280,ED-0400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,0,0,0,1,7,2016,CAR,TE,84,2
89058,4280,CH-5000,0,0,0,0,0,14,5,34,0,3,3,18,0,0,0,0,1,0,0,39,3.2,4.7,7.2,2,3,2016,SF,RB,28,1
89059,4280,SD-0800,0,0,0,0,0,9,2,21,0,1,0,0,0,0,0,0,0,0,0,22,2.1,2.1,2.1,2,6,2016,SF,RB,24,2
89060,4280,BG-0100,36,17,243,2,2,3,2,10,1,0,0,0,0,0,0,0,0,0,0,65,20.72,22.72,20.72,2,6,2016,SF,QB,2,1
89061,4280,TS-2300,0,0,0,0,0,0,0,0,0,10,3,55,1,0,0,0,0,0,0,56,11.5,13,14.5,2,6,2016,SF,LWR,82,1
89062,4280,CB-3850,0,0,0,0,0,0,0,0,0,6,3,15,0,0,0,0,0,0,0,43,1.5,3,4.5,2,3,2016,CAR,RWR,10,2
89063,4280,FW-0750,0,0,0,0,0,16,5,100,0,4,3,31,0,0,0,0,1,0,0,49,11.1,12.6,18.1,2,5,2016,CAR,RB,43,2
89064,4280,KB-0950,0,0,0,0,0,0,0,0,0,9,7,108,2,0,0,0,0,10,0,52,22.8,26.3,32.8,2,3,2016,CAR,LWR,13,1
89065,4280,GO-0100,0,0,0,0,0,0,0,0,0,8,5,122,1,0,0,0,0,0,0,76,18.2,20.7,26.2,2,10,2016,CAR,TE,88,1
89066,4280,JK-1000,0,0,0,0,0,0,0,0,0,6,3,29,0,2,0,0,0,0,0,47,2.9,4.4,5.9,2,6,2016,SF,SWR,14,1
89067,4280,QP-0050,0,0,0,0,0,0,0,0,0,6,3,25,0,1,11,0,0,0,0,57,2.5,4,5.5,2,4,2016,SF,RWR,11,1
89068,4280,GC-0350,0,0,0,0,0,0,0,0,0,2,1,12,0,0,0,0,0,10,0,32,1.2,1.7,2.2,2,5,2016,SF,TE,88,2
89069,4280,AB-3862,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,1,1,2016,SF,LWR,13,2
89070,4280,MT-1300,0,0,0,0,0,9,4,25,0,1,0,0,0,0,0,0,0,0,0,29,2.5,2.5,2.5,2,9,2016,CAR,FB,35,1
89071,4280,RS-3250,0,0,0,0,0,0,0,0,0,2,1,13,0,0,0,0,0,0,0,14,1.3,1.8,2.3,1,5,2016,SF,RWR,81,2
89072,4280,DF-2200,0,0,0,0,0,0,0,0,0,4,2,19,1,0,0,0,0,15,0,54,7.9,8.9,9.9,2,2,2016,CAR,LWR,17,2
89073,4280,MD-0150,0,0,0,0,0,0,0,0,0,1,1,10,0,1,6,0,0,0,0,4,1,1.5,2,2,2,2016,SF,RB,22,3
89074,4280,VM-0250,0,0,0,0,0,0,0,0,0,2,1,75,1,0,0,0,0,0,0,39,13.5,14,14.5,2,4,2016,SF,TE,89,1
89075,4280,BB-1550,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,10,0.6,1.1,1.6,1,2,2016,SF,TE,84,3
89076,4281,MM-0900,0,0,0,0,0,0,0,0,0,0,0,0,0,5,47,0,0,0,0,0,0,0,0,2,7,2016,TEN,RWR,87,3
89077,4281,DM-4300,0,0,0,0,0,12,4,89,0,7,7,56,0,0,0,0,0,0,0,41,14.5,18,21.5,2,6,2016,TEN,RB,29,1
89078,4281,MM-0912,33,25,238,1,2,2,1,11,0,0,0,0,0,0,0,0,0,0,0,66,16.62,17.62,16.62,2,2,2016,TEN,QB,8,1
89079,4281,DH-2450,0,0,0,0,0,9,7,40,0,1,1,9,0,0,0,0,0,0,0,31,4.9,5.4,5.9,2,1,2016,TEN,RB,22,2
89080,4281,DW-0500,0,0,0,0,0,0,0,0,0,6,6,83,1,0,0,0,0,0,0,52,14.3,17.3,20.3,2,11,2016,TEN,TE,82,1
89081,4281,AA-0025,0,0,0,0,0,6,3,38,0,0,0,0,0,0,0,0,0,0,0,17,3.8,3.8,3.8,2,2,2016,DET,RB,21,1
89082,4281,MS-4100,40,22,260,1,1,2,1,31,0,0,0,0,0,0,0,0,0,0,0,79,15.5,16.5,15.5,2,8,2016,DET,QB,9,1
89083,4281,AB-2000,0,0,0,0,0,0,0,0,0,7,4,48,1,0,0,0,0,20,0,67,10.8,12.8,14.8,2,14,2016,DET,SWR,80,1
89084,4281,GT-0100,0,0,0,0,0,0,0,0,0,9,2,13,0,0,0,0,0,15,0,70,1.3,2.3,3.3,2,7,2016,DET,LWR,15,1
89085,4281,AR-1100,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0,9,0,0,0,2,7,2016,DET,RWR,19,2
89086,4281,MJ-2250,0,0,0,0,0,0,0,0,0,11,8,118,0,0,0,0,0,0,0,73,11.8,15.8,22.8,2,5,2016,DET,RWR,11,1
89087,4281,EE-0050,0,0,0,0,0,0,0,0,0,7,4,53,0,0,0,0,0,20,0,71,5.3,7.3,9.3,2,3,2016,DET,TE,85,1
89088,4281,AF-0200,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,46,0.1,0.6,1.1,1,11,2016,TEN,TE,80,1
89089,4281,AJ-0900,0,0,0,0,0,0,0,0,0,2,1,9,1,0,0,0,0,0,0,15,6.9,7.4,7.9,2,14,2016,TEN,LWR,81,2
89090,4281,TS-1262,0,0,0,0,0,0,0,0,0,7,4,33,0,0,0,0,0,15,0,67,3.3,5.3,7.3,2,1,2016,TEN,RWR,19,1
89091,4281,DW-1550,0,0,0,0,0,4,2,31,0,0,0,0,0,1,25,0,0,0,0,11,3.1,3.1,3.1,2,1,2016,DET,RB,36,4
89092,4281,TR-0370,0,0,0,0,0,11,5,37,0,5,4,28,0,0,0,0,0,0,0,51,6.5,8.5,10.5,2,4,2016,DET,RB,25,2
89093,4281,AA-1350,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,1,3,2016,TEN,RB,26,3
89094,4281,RM-1500,0,0,0,0,0,0,0,0,0,6,4,40,0,0,0,0,0,10,0,36,4,6,8,2,5,2016,TEN,LWR,18,1
89095,4281,PS-0950,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,18,0.7,1.2,1.7,1,5,2016,TEN,TE,89,2
