gid,pid,detail,off,def,type,dseq,len,qtr,min,sec,ptso,ptsd,timo,timd,dwn,ytg,yfog,zone,yds,succ,fd,sg,nh,pts,bc,kne,dir,rtck1,rtck2,psr,comp,spk,loc,trg,dfb,ptck1,ptck2,sk1,sk2,ptm1,pen1,desc1,cat1,pey1,pdo1,ptm2,pen2,desc2,cat2,pey2,pdo2,ptm3,pen3,desc3,cat3,pey3,pdo3,ints,iry,fum,frcv,fry,forc,saf,blk,brcv,fgxp,fkicker,dist,good,punter,pgro,pnet,ptb,pr,pry,pfc,kicker,kgro,knet,ktb,kr,kry,lt,lg,c,rg,rt
4261,697950,(4:40) (Shotgun) C.Wentz pass incomplete short middle to Z.Ertz (J.Schobert).,PHI,CLE,PASS,8,5,4,4,40,22,10,2,2,3,16,60,4,,,,Y,,,,,,,,CW-1425,,,SM,ZE-0100,JS-1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP-2400,MT-1100,DG-1850,AB-0500,IS-0125
4261,697951,"(4:35) D.Jones punts 32 yards to CLE 8, Center-J.Dorenbos, downed by PHI-B.Braman.",CLE,PHI,PUNT,0,9,4,4,35,10,22,2,2,4,16,60,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DJ-2800,32,32,,,,,,,,,,,,,,,
4261,697952,"(4:26) (Shotgun) R.Griffin sacked at CLE 3 for -5 yards (B.Graham). FUMBLES (B.Graham), and recovers at CLE 4.",CLE,PHI,PASS,1,33,4,4,26,10,22,2,2,1,10,8,1,-4,,,Y,,,,,,,,RG-1850,,,,,,,,BG-1200,,,,,,,,,,,,,,,,,,,,,,RG-1850,RG-1850,,BG-1200,,,,,,,,,,,,,,,,,,,,,JT-1600,SD-0750,JB-3550,CE-0650,JG-3100
4261,697953,(3:53) (Shotgun) R.Griffin pass incomplete short left to D.Johnson [B.Graham].,CLE,PHI,PASS,2,4,4,3,53,10,22,2,2,2,14,4,1,,,,Y,,,,,,,,RG-1850,,,SL,DJ-1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JT-1600,SD-0750,JB-3550,CE-0650,JG-3100
4261,697954,(3:49) (Shotgun) R.Griffin scrambles right end to CLE 15 for 11 yards (J.Mills).,CLE,PHI,RUSH,3,8,4,3,49,10,22,2,2,3,14,4,1,11,,,Y,,,RG-1850,,RE,JM-4850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JT-1600,SD-0750,JB-3550,CE-0650,JG-3100
4261,697955,(3:41) (Shotgun) R.Griffin pass incomplete short left to A.Hawkins.,CLE,PHI,PASS,4,5,4,3,41,10,22,2,2,4,3,15,1,,,,Y,,,,,,,,RG-1850,,,SL,AH-1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JT-1600,SD-0750,JB-3550,CE-0650,JG-3100
4261,697956,(3:36) (Shotgun) R.Mathews up the middle to CLE 9 for 6 yards (D.Davis).,PHI,CLE,RUSH,1,42,4,3,36,22,10,2,2,1,10,85,5,6,Y,,Y,,,RM-1200,,MD,DD-0250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP-2400,MT-1100,DG-1850,AB-0500,IS-0125
4261,697957,(2:54) R.Mathews right end to CLE 3 for 6 yards (I.Campbell).,PHI,CLE,RUSH,2,43,4,2,54,22,10,2,2,2,4,91,5,6,Y,Y,,,,RM-1200,,RE,IC-0050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP-2400,MT-1100,DG-1850,AB-0500,IS-0125
4261,697958,(2:11) R.Mathews right end to CLE 2 for 1 yard (D.Davis).,PHI,CLE,RUSH,3,11,4,2,11,22,10,2,2,1,3,97,5,1,Y,,,,,RM-1200,,RE,DD-0250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP-2400,MT-1100,DG-1850,AB-0500,IS-0125
4261,697959,(2:00) R.Mathews right tackle to CLE 1 for 1 yard (X.Cooper).,PHI,CLE,RUSH,4,41,4,2,0,22,10,2,2,2,2,98,5,1,Y,,,,,RM-1200,,RT,XC-0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP-2400,MT-1100,DG-1850,AB-0500,IS-0125
4261,697960,"(1:19) R.Mathews right end to CLE 1 for no gain (D.Davis). PENALTY on CLE-N.Orchard, Defensive Offside, 0 yards, enforced at CLE 1 - No Play.",PHI,CLE,NOPL,4,3,4,1,19,22,10,2,2,3,1,99,5,,,,,,,,,,,,,,,,,,,,,,CLE,NO-0300,Defensive Offside,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP-2400,MT-1100,DG-1850,AB-0500,IS-0125
4261,697961,"(1:16) R.Mathews left end for 1 yard, TOUCHDOWN.",PHI,CLE,RUSH,5,4,4,1,16,22,10,2,2,3,1,99,5,1,Y,Y,,,7,RM-1200,,LE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP-2400,MT-1100,DG-1850,AB-0500,IS-0125
4261,697962,"C.Sturgis extra point is GOOD, Center-J.Dorenbos, Holder-D.Jones.",PHI,CLE,FGXP,5,3,4,1,12,29,10,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XP,CS-4250,33,Y,,,,,,,,,,,,,,,,,,
4261,697963,"C.Sturgis kicks 65 yards from PHI 35 to end zone, Touchback.",CLE,PHI,KOFF,0,6,4,1,12,10,29,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS-4250,65,40,Y,,,,,,,
4261,697964,(1:12) (Shotgun) I.Crowell up the middle to CLE 41 for 16 yards (R.McLeod).,CLE,PHI,RUSH,1,25,4,1,12,10,29,2,2,1,10,25,2,16,Y,Y,Y,,,IC-0300,,MD,RM-3050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JT-1600,SD-0750,JB-3550,CE-0650,JG-3100
4261,697965,(:37) (Shotgun) I.Crowell up the middle to PHI 39 for 20 yards (J.Hicks).,CLE,PHI,RUSH,2,30,4,0,37,10,29,2,2,1,10,41,3,20,Y,Y,Y,,,IC-0300,,MD,JH-3675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JT-1600,SD-0750,JB-3550,CE-0650,JG-3100
4261,697966,(:07) (Shotgun) I.Crowell up the middle to PHI 35 for 4 yards (F.Cox).,CLE,PHI,RUSH,3,25,4,0,7,10,29,2,2,1,10,61,4,4,,,Y,,,IC-0300,,MD,FC-0400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JT-1600,SD-0750,JB-3550,CE-0650,JG-3100
4262,697967,M.Crosby kicks 66 yards from GB 35 to JAC -1. C.Grant to JAC 18 for 19 yards (K.Fackrell).,JAC,GB,KOFF,0,4,1,15,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC-3000,66,47,,CG-1950,19,,,,,
4262,697968,(14:56) T.Yeldon up the middle to JAC 24 for 6 yards (J.Ryan).,JAC,GB,RUSH,1,40,1,14,56,0,0,3,3,1,10,18,1,6,Y,,,,,TY-0150,,MD,JR-3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KB-0750,CR-0637,LJ-0750,BL-1150,TS-1275
4262,697969,(14:16) (Shotgun) T.Yeldon right guard to JAC 29 for 5 yards (B.Martinez).,JAC,GB,RUSH,2,39,1,14,16,0,0,3,3,2,4,24,2,5,Y,Y,Y,,,TY-0150,,RG,BM-0345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KB-0750,CR-0637,LJ-0750,BL-1150,TS-1275
4262,697970,(13:37) (Shotgun) B.Bortles pass incomplete deep right to A.Robinson.,JAC,GB,PASS,3,7,1,13,37,0,0,3,3,1,10,29,2,,,,Y,,,,,,,,BB-2425,,,DR,AR-1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KB-0750,CR-0637,LJ-0750,BL-1150,TS-1275
4262,697971,(13:30) T.Yeldon left guard to JAC 31 for 2 yards (N.Perry).,JAC,GB,RUSH,4,37,1,13,30,0,0,3,3,2,10,29,2,2,,,,,,TY-0150,,LG,NP-0130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KB-0750,CR-0637,LJ-0750,BL-1150,TS-1275
4262,697972,"(12:53) (Shotgun) B.Bortles pass short right intended for M.Lee INTERCEPTED by J.Thomas (Q.Rollins) at JAC 41. J.Thomas to JAC 32 for 9 yards (B.Linder). FUMBLES (B.Linder), recovered by GB-M.Hyde at JAC 29. M.Hyde to JAC 29 for no gain (D.Robinson).",JAC,GB,PASS,5,12,1,12,53,0,0,3,3,3,8,31,2,,,,Y,,,,,,,,BB-2425,,,SR,ML-0650,QR-0100,,,,,,,,,,,,,,,,,,,,,,,JT-1650,9,ML-0650,,,,,,,,,,,,,,,,,,,,,,,,KB-0750,CR-0637,LJ-0750,BL-1150,TS-1275
4262,697973,(12:41) E.Lacy left end to JAC 31 for -2 yards (D.Fowler Jr.).,GB,JAC,RUSH,1,34,1,12,41,0,0,3,3,1,10,71,4,-2,,,,,,EL-0010,,LE,DF-1481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4262,697974,(12:07) A.Rodgers pass short right to R.Cobb pushed ob at JAC 26 for 5 yards (T.Smith).,GB,JAC,PASS,2,38,1,12,7,0,0,3,3,2,12,69,4,5,,,,,,,,,,,AR-1300,Y,,SR,RC-1500,,TS-2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4262,697975,(11:29) (Shotgun) A.Rodgers pass short right to R.Cobb to JAC 20 for 6 yards (T.Smith).,GB,JAC,PASS,3,38,1,11,29,0,0,3,3,3,7,74,4,6,,,Y,,,,,,,,AR-1300,Y,,SR,RC-1500,,TS-2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4262,697976,(10:51) E.Lacy up the middle to JAC 11 for 9 yards (T.Gipson).,GB,JAC,RUSH,4,18,1,10,51,0,0,3,3,4,1,80,5,9,Y,Y,,,,EL-0010,,MD,TG-0950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4262,697977,"(10:33) (No Huddle) A.Rodgers pass incomplete short middle to R.Cobb. Green Bay challenged the too many players on field ruling, and the play was REVERSED. (No Huddle) A.Rodgers pass incomplete short middle to R.Cobb. PENALTY on JAC-D.Fowler Jr., Defensive 12 On-field, 5 yards, enforced at JAC 11 - No Play.",GB,JAC,NOPL,4,4,1,10,33,0,0,3,3,1,10,89,5,,,,,,,,,,,,,,,,,,,,,,JAC,DF-1481,12 On-field,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4262,697978,(10:29) (Shotgun) E.Lacy right end to JAC 6 for no gain (J.Odrick; T.Smith).,GB,JAC,RUSH,5,44,1,10,29,0,0,3,3,1,5,94,5,0,,,Y,,,EL-0010,,RE,JO-0300,TS-2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4262,697979,"(9:45) (Shotgun) A.Rodgers scrambles right end for 6 yards, TOUCHDOWN.",GB,JAC,RUSH,6,9,1,9,45,0,0,3,3,2,5,94,5,6,Y,Y,Y,,7,AR-1300,,RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4262,697980,"M.Crosby extra point is GOOD, Center-B.Goode, Holder-J.Schum.",GB,JAC,FGXP,6,3,1,9,36,7,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XP,MC-3000,33,Y,,,,,,,,,,,,,,,,,,
4262,697981,"M.Crosby kicks 65 yards from GB 35 to end zone, Touchback.",JAC,GB,KOFF,0,6,1,9,36,0,7,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC-3000,65,40,Y,,,,,,,
4262,697982,(9:36) T.Yeldon right end to JAC 23 for -2 yards (L.Guion).,JAC,GB,RUSH,1,35,1,9,36,0,7,3,3,1,10,25,2,-2,,,,,,TY-0150,,RE,LG-0900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KB-0750,CR-0637,LJ-0750,BL-1150,TS-1275
4262,697983,(9:00) B.Bortles pass incomplete short middle to A.Robinson (D.Randall).,JAC,GB,PASS,2,5,1,9,0,0,7,3,3,2,12,23,2,,,,,,,,,,,,BB-2425,,,SM,AR-1250,DR-0450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KB-0750,CR-0637,LJ-0750,BL-1150,TS-1275
4262,697984,"(8:55) (Shotgun) B.Bortles pass incomplete short middle to A.Robinson. PENALTY on GB-M.Burnett, Defensive Pass Interference, 4 yards, enforced at JAC 23 - No Play.",JAC,GB,NOPL,2,6,1,8,55,0,7,3,3,3,12,23,2,,,,,,,,,,,,,,,,,,,,,,GB,MB-5100,Defensive Pass Interference,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KB-0750,CR-0637,LJ-0750,BL-1150,TS-1275
4262,697985,"(8:49) (Shotgun) T.Yeldon up the middle to JAC 28 for 1 yard (M.Burnett; D.Randall). PENALTY on GB-M.Daniels, Defensive Offside, 5 yards, enforced at JAC 27 - No Play.",JAC,GB,NOPL,2,28,1,8,49,0,7,3,3,1,10,27,2,,,,,,,,,,,,,,,,,,,,,,GB,MD-0060,Defensive Offside,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KB-0750,CR-0637,LJ-0750,BL-1150,TS-1275
4262,697986,(8:21) B.Bortles pass short right to J.Thomas pushed ob at JAC 41 for 9 yards (H.Clinton-Dix).,JAC,GB,PASS,3,29,1,8,21,0,7,3,3,1,5,32,2,9,Y,Y,,,,,,,,,BB-2425,Y,,SR,JT-2000,,HC-0050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KB-0750,CR-0637,LJ-0750,BL-1150,TS-1275
4262,697987,(7:52) T.Yeldon up the middle to JAC 39 for -2 yards (L.Guion).,JAC,GB,RUSH,4,40,1,7,52,0,7,3,3,1,10,41,3,-2,,,,,,TY-0150,,MD,LG-0900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KB-0750,CR-0637,LJ-0750,BL-1150,TS-1275
4262,697988,(7:12) (Shotgun) B.Bortles pass short left to M.Lee pushed ob at JAC 49 for 10 yards (H.Clinton-Dix).,JAC,GB,PASS,5,29,1,7,12,0,7,3,3,2,12,39,2,10,Y,,Y,,,,,,,,BB-2425,Y,,SL,ML-0650,,HC-0050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KB-0750,CR-0637,LJ-0750,BL-1150,TS-1275
4262,697989,(6:43) (Shotgun) B.Bortles sacked at JAC 39 for -10 yards (C.Matthews).,JAC,GB,PASS,6,37,1,6,43,0,7,3,3,3,2,49,3,-10,,,Y,,,,,,,,BB-2425,,,,,,,,CM-0900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KB-0750,CR-0637,LJ-0750,BL-1150,TS-1275
4262,697990,"(6:06) B.Nortman punts 58 yards to GB 3, Center-C.Tinker, downed by JAC-P.Thompson.",GB,JAC,PUNT,0,10,1,6,6,7,0,3,3,4,12,39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BN-0700,58,58,,,,,,,,,,,,,,,
4262,697991,(5:56) (Shotgun) E.Lacy up the middle to GB 6 for 3 yards (P.Posluszny).,GB,JAC,RUSH,1,29,1,5,56,7,0,3,3,1,10,3,1,3,,,Y,,,EL-0010,,MD,PP-0800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4262,697992,"(5:27) (No Huddle, Shotgun) A.Rodgers pass incomplete short left to R.Rodgers.",GB,JAC,PASS,2,6,1,5,27,7,0,3,3,2,7,6,1,,,,Y,Y,,,,,,,AR-1300,,,SL,RR-1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4262,697993,(5:21) (Shotgun) A.Rodgers pass incomplete short left to D.Adams.,GB,JAC,PASS,3,5,1,5,21,7,0,3,3,3,7,6,1,,,,Y,,,,,,,,AR-1300,,,SL,DA-0212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4262,697994,"(5:16) J.Schum punts 56 yards to JAC 38, Center-B.Goode. R.Greene to GB 48 for 14 yards (B.Martinez).",JAC,GB,PUNT,0,12,1,5,16,0,7,3,3,4,7,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JS-1050,56,42,,RG-1812,14,,,,,,,,,,,,
4262,697995,(5:04) B.Bortles pass short left to M.Lewis pushed ob at GB 11 for 37 yards (D.Randall).,JAC,GB,PASS,1,42,1,5,4,0,7,3,3,1,10,52,3,37,Y,Y,,,,,,,,,BB-2425,Y,,SL,ML-1500,,DR-0450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KB-0750,CR-0637,LJ-0750,BL-1150,TS-1275
4262,697996,(4:22) (Shotgun) T.Yeldon up the middle to GB 5 for 6 yards (J.Ryan).,JAC,GB,RUSH,2,39,1,4,22,0,7,2,3,1,10,89,5,6,Y,,Y,,,TY-0150,,MD,JR-3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KB-0750,CR-0637,LJ-0750,BL-1150,TS-1275
4262,697997,"(3:43) (Shotgun) T.Yeldon up the middle for 5 yards, TOUCHDOWN.",JAC,GB,RUSH,3,3,1,3,43,0,7,2,3,2,4,95,5,5,Y,Y,Y,,7,TY-0150,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KB-0750,CR-0637,LJ-0750,BL-1150,TS-1275
4262,697998,"J.Myers extra point is GOOD, Center-C.Tinker, Holder-B.Nortman.",JAC,GB,FGXP,3,3,1,3,40,7,7,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XP,JM-7000,33,Y,,,,,,,,,,,,,,,,,,
4262,697999,"J.Myers kicks 65 yards from JAC 35 to end zone, Touchback.",GB,JAC,KOFF,0,6,1,3,40,7,7,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JM-7000,65,40,Y,,,,,,,
4262,698000,(3:40) J.Starks left end to GB 27 for 2 yards (S.Marks).,GB,JAC,RUSH,1,35,1,3,40,7,7,3,2,1,10,25,2,2,,,,,,JS-6200,,LE,SM-0500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4262,698001,(3:05) J.Starks up the middle to GB 31 for 4 yards (Y.Ngakoue).,GB,JAC,RUSH,2,38,1,3,5,7,7,3,2,2,8,27,2,4,,,,,,JS-6200,,MD,YN-0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4262,698002,(2:27) (Shotgun) A.Rodgers pass incomplete deep left to D.Adams (P.Amukamara).,GB,JAC,PASS,3,10,1,2,27,7,7,3,2,3,4,31,2,,,,Y,,,,,,,,AR-1300,,,DL,DA-0212,PA-0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4262,698003,"(2:17) J.Schum punts 48 yards to JAC 21, Center-B.Goode, fair catch by R.Greene.",JAC,GB,PUNT,0,7,1,2,17,7,7,2,3,4,4,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JS-1050,48,48,,RG-1812,,Y,,,,,,,,,,,
4262,698004,(2:10) (Shotgun) T.Yeldon up the middle to JAC 28 for 7 yards (B.Martinez; K.Clark).,JAC,GB,RUSH,1,42,1,2,10,7,7,2,3,1,10,21,2,7,Y,,Y,,,TY-0150,,MD,KC-1225,BM-0345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KB-0750,CR-0637,LJ-0750,BL-1150,TS-1275
4262,698005,(1:28) T.Yeldon right end to JAC 21 for -7 yards (C.Matthews).,JAC,GB,RUSH,2,42,1,1,28,7,7,2,3,2,3,28,2,-7,,,,,,TY-0150,,RE,CM-0900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KB-0750,CR-0637,LJ-0750,BL-1150,TS-1275
4262,698006,(:46) (Shotgun) B.Bortles pass short middle to J.Thomas to JAC 30 for 9 yards (M.Hyde).,JAC,GB,PASS,3,37,1,0,46,7,7,2,3,3,10,21,2,9,,,Y,,,,,,,,BB-2425,Y,,SM,JT-2000,,MH-4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KB-0750,CR-0637,LJ-0750,BL-1150,TS-1275
4262,698007,"(:09) B.Nortman punts 67 yards to GB 3, Center-C.Tinker, downed by JAC-P.Thompson.",GB,JAC,PUNT,0,10,1,0,9,7,7,3,2,4,1,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BN-0700,67,67,,,,,,,,,,,,,,,
4262,698008,(15:00) A.Rodgers pass incomplete short left to J.Nelson.,GB,JAC,PASS,1,4,2,15,0,7,7,3,2,1,10,3,1,,,,,,,,,,,,AR-1300,,,SL,JN-0900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4262,698009,(14:56) E.Lacy left end to GB 2 for -1 yards (T.Smith).,GB,JAC,RUSH,2,35,2,14,56,7,7,3,2,2,10,3,1,-1,,,,,,EL-0010,,LE,TS-2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4262,698010,"(14:21) (Shotgun) PENALTY on JAC-D.Fowler Jr., Defensive Offside, 5 yards, enforced at GB 2 - No Play.",GB,JAC,NOPL,2,25,2,14,21,7,7,3,2,3,11,2,1,,,,,,,,,,,,,,,,,,,,,,JAC,DF-1481,Defensive Offside,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4262,698011,(13:56) (Shotgun) A.Rodgers pass incomplete short left to J.Nelson.,GB,JAC,PASS,3,5,2,13,56,7,7,3,2,3,6,7,1,,,,Y,,,,,,,,AR-1300,,,SL,JN-0900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4262,698012,"(13:51) J.Schum punts 46 yards to JAC 47, Center-B.Goode, out of bounds.",JAC,GB,PUNT,0,11,2,13,51,7,7,2,3,4,6,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JS-1050,46,46,,,,,,,,,,,,,,,
4262,698013,"(13:40) PENALTY on JAC-A.Hurns, False Start, 5 yards, enforced at JAC 47 - No Play.",JAC,GB,NOPL,0,20,2,13,40,7,7,2,3,1,10,47,3,,,,,,,,,,,,,,,,,,,,,,JAC,AH-3900,False Start,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KB-0750,CR-0637,LJ-0750,BL-1150,TS-1275
4262,698014,(13:40) (Shotgun) T.Yeldon up the middle to JAC 40 for -2 yards (M.Daniels).,JAC,GB,RUSH,1,35,2,13,40,7,7,2,3,1,15,42,3,-2,,,Y,,,TY-0150,,MD,MD-0060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KB-0750,CR-0637,LJ-0750,BL-1150,TS-1275
4262,698015,(13:01) (Shotgun) B.Bortles pass incomplete short right to M.Lee.,JAC,GB,PASS,2,6,2,13,1,7,7,2,3,2,17,40,2,,,,Y,,,,,,,,BB-2425,,,SR,ML-0650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KB-0750,CR-0637,LJ-0750,BL-1150,TS-1275
4262,698016,(12:55) (Shotgun) B.Bortles pass short left to M.Lee to GB 48 for 12 yards (J.Thomas).,JAC,GB,PASS,3,43,2,12,55,7,7,2,3,3,17,40,2,12,,,Y,,,,,,,,BB-2425,Y,,SL,ML-0650,,JT-1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KB-0750,CR-0637,LJ-0750,BL-1150,TS-1275
4262,698017,(12:12) (Shotgun) B.Bortles pass short middle to A.Robinson to GB 40 for 8 yards (M.Burnett).,JAC,GB,PASS,4,25,2,12,12,7,7,2,3,4,5,52,3,8,Y,Y,Y,,,,,,,,BB-2425,Y,,SM,AR-1250,,MB-5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KB-0750,CR-0637,LJ-0750,BL-1150,TS-1275
4262,698018,(11:47) B.Bortles pass short middle to J.Thomas to GB 26 for 14 yards (M.Burnett).,JAC,GB,PASS,5,38,2,11,47,7,7,2,3,1,10,60,4,14,Y,Y,,,,,,,,,BB-2425,Y,,SM,JT-2000,,MB-5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KB-0750,CR-0637,LJ-0750,BL-1150,TS-1275
