gid,pid,detail,off,def,type,dseq,len,qtr,min,sec,ptso,ptsd,timo,timd,dwn,ytg,yfog,zone,yds,succ,fd,sg,nh,pts,bc,kne,dir,rtck1,rtck2,psr,comp,spk,loc,trg,dfb,ptck1,ptck2,sk1,sk2,ptm1,pen1,desc1,cat1,pey1,pdo1,ptm2,pen2,desc2,cat2,pey2,pdo2,ptm3,pen3,desc3,cat3,pey3,pdo3,ints,iry,fum,frcv,fry,forc,saf,blk,brcv,fgxp,fkicker,dist,good,punter,pgro,pnet,ptb,pr,pry,pfc,kicker,kgro,knet,ktb,kr,kry,lt,lg,c,rg,rt
4287,702350,(10:32) (Shotgun) A.Rodgers pass incomplete short right to E.Lacy.,GB,MIN,PASS,1,4,4,10,32,14,17,3,2,1,10,15,1,,,,Y,,,,,,,,AR-1300,,,SR,EL-0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4287,702351,(10:28) (Shotgun) E.Lacy up the middle to GB 28 for 13 yards (A.Sendejo).,GB,MIN,RUSH,2,32,4,10,28,14,17,3,2,2,10,15,1,13,Y,Y,Y,,,EL-0010,,MD,AS-0600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4287,702352,(9:56) (No Huddle) A.Rodgers pass short right to J.Nelson pushed ob at GB 34 for 6 yards (T.Newman).,GB,MIN,PASS,3,30,4,9,56,14,17,3,2,1,10,28,2,6,Y,,,Y,,,,,,,AR-1300,Y,,SR,JN-0900,,TN-0400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4287,702353,(9:26) (Shotgun) E.Lacy up the middle to GB 35 for 1 yard (H.Smith).,GB,MIN,RUSH,4,43,4,9,26,14,17,3,2,2,4,34,2,1,,,Y,,,EL-0010,,MD,HS-0130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4287,702354,(8:43) (Shotgun) A.Rodgers pass short left to D.Adams to GB 45 for 10 yards (T.Waynes).,GB,MIN,PASS,5,39,4,8,43,14,17,3,2,3,3,35,2,10,Y,Y,Y,,,,,,,,AR-1300,Y,,SL,DA-0212,,TW-1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4287,702355,(8:04) E.Lacy left tackle to GB 45 for no gain (A.Barr).,GB,MIN,RUSH,6,40,4,8,4,14,17,3,2,1,10,45,3,0,,,,,,EL-0010,,LT,AB-0650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4287,702356,(7:24) (Shotgun) A.Rodgers pass short middle to R.Rodgers to MIN 40 for 15 yards (A.Sendejo).,GB,MIN,PASS,7,24,4,7,24,14,17,3,2,2,10,45,3,15,Y,Y,Y,,,,,,,,AR-1300,Y,,SM,RR-1050,,AS-0600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4287,702357,"(7:00) (No Huddle, Shotgun) A.Rodgers sacked at MIN 46 for -6 yards (B.Robison). FUMBLES (B.Robison), RECOVERED by MIN-S.Stephen at MIN 44. S.Stephen to MIN 44 for no gain (J.Tretter).",GB,MIN,PASS,8,7,4,7,0,14,17,3,2,1,10,60,4,-4,,Y,Y,Y,,,,,,,AR-1300,,,,,,,,BR-1000,,,,,,,,,,,,,,,,,,,,,,AR-1300,SS-2750,0,BR-1000,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4287,702358,(6:53) M.Asiata left tackle to GB 44 for 12 yards (H.Clinton-Dix; J.Ryan).,MIN,GB,RUSH,1,41,4,6,53,17,14,2,3,1,10,44,3,12,Y,Y,,,,MA-1150,,LT,JR-3650,HC-0050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MK-0150,TC-1625,AB-2100,ZK-0200,JB-3200
4287,702359,(6:12) M.Asiata right tackle to GB 45 for -1 yards (J.Ryan; M.Burnett).,MIN,GB,RUSH,2,33,4,6,12,17,14,2,3,1,10,56,3,-1,,,,,,MA-1150,,RT,JR-3650,MB-5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MK-0150,TC-1625,AB-2100,ZK-0200,JB-3200
4287,702360,(5:39) (Shotgun) S.Bradford pass incomplete short middle to S.Diggs (K.Clark).,MIN,GB,PASS,3,4,4,5,39,17,14,2,3,2,11,55,3,,,,Y,,,,,,,,SB-1100,,,SM,SD-0537,KC-1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MK-0150,TC-1625,AB-2100,ZK-0200,JB-3200
4287,702361,(5:35) (Shotgun) S.Bradford sacked at MIN 46 for -9 yards (sack split by J.Peppers and N.Perry).,MIN,GB,PASS,4,42,4,5,35,17,14,2,3,3,11,55,3,-9,,,Y,,,,,,,,SB-1100,,,,,,,,NP-0130,JP-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MK-0150,TC-1625,AB-2100,ZK-0200,JB-3200
4287,702362,"(4:53) (Punt formation) PENALTY on MIN-M.Alexander, False Start, 5 yards, enforced at MIN 46 - No Play.",MIN,GB,NOPL,4,20,4,4,53,17,14,2,3,4,20,46,3,,,,,,,,,,,,,,,,,,,,,,MIN,MA-0350,False Start,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MK-0150,TC-1625,AB-2100,ZK-0200,JB-3200
4287,702363,"(4:53) (Punt formation) J.Locke punts 50 yards to GB 9, Center-K.McDermott, downed by MIN-J.Kearse.",GB,MIN,PUNT,0,10,4,4,53,14,17,3,2,4,25,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JL-2250,50,50,,,,,,,,,,,,,,,
4287,702364,(4:38) (Shotgun) A.Rodgers pass incomplete short right to J.Cook.,GB,MIN,PASS,1,6,4,4,38,14,17,3,2,1,10,9,1,,,,Y,,,,,,,,AR-1300,,,SR,JC-4300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4287,702365,(4:32) (Shotgun) A.Rodgers pass short left to J.Cook to GB 12 for 3 yards (T.Waynes).,GB,MIN,PASS,2,41,4,4,32,14,17,3,2,2,10,9,1,3,,,Y,,,,,,,,AR-1300,Y,,SL,JC-4300,,TW-1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4287,702366,(3:51) (Shotgun) A.Rodgers pass short middle to R.Cobb to GB 26 for 14 yards (C.Munnerlyn).,GB,MIN,PASS,3,26,4,3,51,14,17,3,2,3,7,12,1,14,Y,Y,Y,,,,,,,,AR-1300,Y,,SM,RC-1500,,CM-3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4287,702367,(3:25) (Shotgun) A.Rodgers scrambles to GB 36 for 10 yards (A.Sendejo).,GB,MIN,RUSH,4,6,4,3,25,14,17,3,2,1,10,26,2,10,Y,Y,Y,,,AR-1300,,MD,AS-0600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4287,702368,(3:19) (Shotgun) A.Rodgers pass incomplete short middle to R.Cobb (C.Munnerlyn).,GB,MIN,PASS,5,5,4,3,19,14,17,3,2,1,10,36,2,,,,Y,,,,,,,,AR-1300,,,SM,RC-1500,CM-3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4287,702369,(3:14) (Shotgun) A.Rodgers pass short left to D.Adams to GB 49 for 13 yards (T.Waynes).,GB,MIN,PASS,6,41,4,3,14,14,17,3,2,2,10,36,2,13,Y,Y,Y,,,,,,,,AR-1300,Y,,SL,DA-0212,,TW-1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4287,702370,(2:33) (Shotgun) A.Rodgers sacked at GB 45 for -4 yards (L.Joseph).,GB,MIN,PASS,7,33,4,2,33,14,17,3,2,1,10,49,3,-4,,,Y,,,,,,,,AR-1300,,,,,,,,LJ-1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4287,702371,(2:00) (Shotgun) A.Rodgers pass incomplete short right to J.Nelson (T.Newman).,GB,MIN,PASS,8,4,4,2,0,14,17,3,2,2,14,45,3,,,,Y,,,,,,,,AR-1300,,,SR,JN-0900,TN-0400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4287,702372,(1:56) (Shotgun) A.Rodgers pass short left intended for D.Adams INTERCEPTED by T.Waynes at MIN 41. T.Waynes pushed ob at MIN 45 for 4 yards (D.Adams).,GB,MIN,PASS,9,6,4,1,56,14,17,3,2,3,14,45,3,,,,Y,,,,,,,,AR-1300,,,SL,DA-0212,,,,,,,,,,,,,,,,,,,,,,,,TW-1187,4,,,,,,,,,,,,,,,,,,,,,,,,,DB-0350,JS-5450,LT-0150,DB-0750,JT-3350
4287,702373,(1:50) M.Asiata right tackle to MIN 48 for 3 yards (M.Hyde).,MIN,GB,RUSH,1,6,4,1,50,17,14,2,3,1,10,45,3,3,Y,,,,,MA-1150,,RT,MH-4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MK-0150,TC-1625,AB-2100,ZK-0200,JB-3200
4287,702374,(1:44) M.Asiata left guard to MIN 49 for 1 yard (B.Martinez).,MIN,GB,RUSH,2,4,4,1,44,17,14,2,2,2,7,48,3,1,,,,,,MA-1150,,LG,BM-0345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MK-0150,TC-1625,AB-2100,ZK-0200,JB-3200
4287,702375,"(1:40) S.Bradford pass incomplete short middle to S.Diggs. PENALTY on GB-D.Randall, Defensive Pass Interference, 12 yards, enforced at MIN 49 - No Play.",MIN,GB,NOPL,2,4,4,1,40,17,14,2,1,3,6,49,3,,,Y,,,,,,,,,,,,,,,,,,,GB,DR-0450,Defensive Pass Interference,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MK-0150,TC-1625,AB-2100,ZK-0200,JB-3200
4287,702376,(1:36) M.Asiata left guard to GB 41 for -2 yards (B.Martinez).,MIN,GB,RUSH,3,3,4,1,36,17,14,2,1,1,10,61,4,-2,,,,,,MA-1150,,LG,BM-0345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MK-0150,TC-1625,AB-2100,ZK-0200,JB-3200
4287,702377,(1:33) M.Asiata up the middle to GB 40 for 1 yard (K.Clark).,MIN,GB,RUSH,4,45,4,1,33,17,14,2,1,2,12,59,3,1,,,,,,MA-1150,,MD,KC-1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MK-0150,TC-1625,AB-2100,ZK-0200,JB-3200
4287,702378,(:48) (Run formation) S.Bradford kneels to GB 43 for -3 yards.,MIN,GB,RUSH,5,45,4,0,48,17,14,1,1,3,11,60,4,-3,,,,,,SB-1100,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MK-0150,TC-1625,AB-2100,ZK-0200,JB-3200
4287,702379,"(:03) (Run formation) PENALTY on MIN-S.Bradford, Delay of Game, 5 yards, enforced at GB 43 - No Play.",MIN,GB,NOPL,5,20,4,0,3,17,14,1,1,4,14,57,3,,,,,,,,,,,,,,,,,,,,,,MIN,SB-1100,Delay of Game,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MK-0150,TC-1625,AB-2100,ZK-0200,JB-3200
4287,702380,(:03) (Shotgun) S.Bradford pass incomplete short right to S.Diggs.,MIN,GB,PASS,6,10,4,0,3,17,14,1,1,4,19,52,3,,,,Y,,,,,,,,SB-1100,,,SR,SD-0537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MK-0150,TC-1625,AB-2100,ZK-0200,JB-3200
4288,702381,C.Sturgis kicks 57 yards from PHI 35 to CHI 8. K.Carey to CHI 24 for 16 yards (R.McLeod).,CHI,PHI,KOFF,0,6,1,15,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS-4250,57,41,,KC-0250,16,,,,,
4288,702382,(14:54) (Shotgun) J.Langford left tackle to CHI 24 for no gain (B.Graham).,CHI,PHI,RUSH,1,28,1,14,54,0,0,3,3,1,10,24,2,0,,,Y,,,JL-0280,,LT,BG-1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL-0862,MA-0250,JS-3500,TL-0400,CW-1875
4288,702383,(14:26) J.Cutler sacked at CHI 14 for -10 yards (M.Jenkins).,CHI,PHI,PASS,2,36,1,14,26,0,0,3,3,2,10,24,2,-10,,,,,,,,,,,JC-6200,,,,,,,,MJ-0600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL-0862,MA-0250,JS-3500,TL-0400,CW-1875
4288,702384,(13:50) (Shotgun) J.Cutler pass incomplete short left to J.Langford.,CHI,PHI,PASS,3,4,1,13,50,0,0,3,3,3,20,14,1,,,,Y,,,,,,,,JC-6200,,,SL,JL-0280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL-0862,MA-0250,JS-3500,TL-0400,CW-1875
4288,702385,"(13:46) (Punt formation) P.O'Donnell punts 40 yards to PHI 46, Center-P.Scales, fair catch by D.Sproles.",PHI,CHI,PUNT,0,9,1,13,46,0,0,3,3,4,20,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO-0050,40,40,,DS-3300,,Y,,,,,,,,,,,
4288,702386,(13:37) (Shotgun) C.Wentz pass short left to N.Agholor to CHI 45 for 9 yards (T.Porter).,PHI,CHI,PASS,1,39,1,13,37,0,0,3,3,1,10,46,3,9,Y,,Y,,,,,,,,CW-1425,Y,,SL,NA-0050,,TP-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP-2400,MT-1100,DG-1850,AB-0500,IS-0125
4288,702387,(12:58) (Shotgun) C.Wentz pass short right to D.Green-Beckham pushed ob at CHI 36 for 9 yards (J.Glenn).,PHI,CHI,PASS,2,39,1,12,58,0,0,3,3,2,1,55,3,9,Y,Y,Y,,,,,,,,CW-1425,Y,,SR,DG-2650,,JG-1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP-2400,MT-1100,DG-1850,AB-0500,IS-0125
4288,702388,(12:19) (Shotgun) C.Wentz pass short left to J.Matthews to CHI 32 for 4 yards (H.Jones-Quartey).,PHI,CHI,PASS,3,36,1,12,19,0,0,3,3,1,10,64,4,4,Y,,Y,,,,,,,,CW-1425,Y,,SL,JM-1550,,HJ-0400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP-2400,MT-1100,DG-1850,AB-0500,IS-0125
4288,702389,(11:43) (Shotgun) C.Wentz pass short left to J.Matthews to CHI 30 for 2 yards (H.Jones-Quartey).,PHI,CHI,PASS,4,44,1,11,43,0,0,3,3,2,6,68,4,2,,,Y,,,,,,,,CW-1425,Y,,SL,JM-1550,,HJ-0400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP-2400,MT-1100,DG-1850,AB-0500,IS-0125
4288,702390,(10:59) (Shotgun) C.Wentz pass short right to D.Sproles to CHI 28 for 2 yards (J.Glenn).,PHI,CHI,PASS,5,47,1,10,59,0,0,3,3,3,4,70,4,2,,,Y,,,,,,,,CW-1425,Y,,SR,DS-3300,,JG-1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP-2400,MT-1100,DG-1850,AB-0500,IS-0125
4288,702391,(10:12) (Shotgun) C.Wentz pass short right to D.Green-Beckham to CHI 19 for 9 yards (H.Jones-Quartey).,PHI,CHI,PASS,6,37,1,10,12,0,0,3,3,4,2,72,4,9,Y,Y,Y,,,,,,,,CW-1425,Y,,SR,DG-2650,,HJ-0400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP-2400,MT-1100,DG-1850,AB-0500,IS-0125
4288,702392,(9:35) (Shotgun) D.Sproles right guard to CHI 16 for 3 yards (J.Glenn).,PHI,CHI,RUSH,7,40,1,9,35,0,0,3,3,1,10,81,5,3,,,Y,,,DS-3300,,RG,JG-1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP-2400,MT-1100,DG-1850,AB-0500,IS-0125
4288,702393,(8:55) C.Wentz pass incomplete deep right to B.Celek (B.Callahan).,PHI,CHI,PASS,8,4,1,8,55,0,0,3,3,2,7,84,5,,,,,,,,,,,,CW-1425,,,DR,BC-0700,BC-0150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP-2400,MT-1100,DG-1850,AB-0500,IS-0125
4288,702394,(8:51) (Shotgun) C.Wentz pass short left to N.Agholor to CHI 9 for 7 yards (T.Porter).,PHI,CHI,PASS,9,32,1,8,51,0,0,3,3,3,7,84,5,7,Y,Y,Y,,,,,,,,CW-1425,Y,,SL,NA-0050,,TP-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP-2400,MT-1100,DG-1850,AB-0500,IS-0125
4288,702395,(8:19) D.Sproles left guard to CHI 7 for 2 yards (W.Young).,PHI,CHI,RUSH,10,46,1,8,19,0,0,3,3,1,9,91,5,2,,,,,,DS-3300,,LG,WY-0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP-2400,MT-1100,DG-1850,AB-0500,IS-0125
4288,702396,(7:33) (Shotgun) C.Wentz pass short left to R.Mathews to CHI 4 for 3 yards (A.Amos).,PHI,CHI,PASS,11,41,1,7,33,0,0,3,3,2,7,93,5,3,,,Y,,,,,,,,CW-1425,Y,,SL,RM-1200,,AA-0543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP-2400,MT-1100,DG-1850,AB-0500,IS-0125
4288,702397,(6:52) (Shotgun) C.Wentz sacked ob at CHI 7 for -3 yards (S.Acho).,PHI,CHI,PASS,12,37,1,6,52,0,0,3,3,3,4,96,5,-3,,,Y,,,,,,,,CW-1425,,,,,,,,SA-0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP-2400,MT-1100,DG-1850,AB-0500,IS-0125
4288,702398,"(6:15) (Field Goal formation) C.Sturgis 25 yard field goal is GOOD, Center-J.Dorenbos, Holder-D.Jones.",PHI,CHI,FGXP,13,4,1,6,15,0,0,3,3,4,7,93,5,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FG,CS-4250,25,Y,,,,,,,,,,,,,,,,,,
4288,702399,"C.Sturgis kicks 65 yards from PHI 35 to end zone, Touchback.",CHI,PHI,KOFF,0,6,1,6,11,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS-4250,65,40,Y,,,,,,,
4288,702400,(6:11) (Shotgun) K.Carey left guard to CHI 27 for 2 yards (M.Jenkins).,CHI,PHI,RUSH,1,35,1,6,11,0,3,3,3,1,10,25,2,2,,,Y,,,KC-0250,,LG,MJ-0600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL-0862,MA-0250,JS-3500,TL-0400,CW-1875
4288,702401,"(5:39) (Shotgun) J.Cutler pass incomplete deep left to K.White. PENALTY on CHI-J.Sitton, Offensive Holding, 10 yards, enforced at CHI 27 - No Play.",CHI,PHI,NOPL,1,6,1,5,39,0,3,3,3,2,8,27,2,,,,,,,,,,,,,,,,,,,,,,CHI,JS-3500,Offensive Holding,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL-0862,MA-0250,JS-3500,TL-0400,CW-1875
4288,702402,(5:33) (Shotgun) J.Cutler pass short left to E.Royal to CHI 48 for 31 yards (R.McLeod).,CHI,PHI,PASS,2,39,1,5,33,0,3,3,3,2,18,17,1,31,Y,Y,Y,,,,,,,,JC-6200,Y,,SL,ER-0500,,RM-3050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL-0862,MA-0250,JS-3500,TL-0400,CW-1875
4288,702403,(4:54) J.Cutler pass deep middle to A.Jeffery to PHI 30 for 22 yards (N.Carroll; M.Jenkins).,CHI,PHI,PASS,3,40,1,4,54,0,3,3,3,1,10,48,3,22,Y,Y,,,,,,,,,JC-6200,Y,,DM,AJ-0430,,MJ-0600,NC-0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL-0862,MA-0250,JS-3500,TL-0400,CW-1875
4288,702404,(4:14) J.Cutler pass short left to Z.Miller to PHI 18 for 12 yards (M.Kendricks) [C.Barwin].,CHI,PHI,PASS,4,42,1,4,14,0,3,3,3,1,10,70,4,12,Y,Y,,,,,,,,,JC-6200,Y,,SL,ZM-0250,,MK-0730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL-0862,MA-0250,JS-3500,TL-0400,CW-1875
4288,702405,(3:32) J.Cutler pass short middle to K.Carey to PHI 15 for 3 yards (M.Kendricks).,CHI,PHI,PASS,5,35,1,3,32,0,3,3,3,1,10,82,5,3,,,,,,,,,,,JC-6200,Y,,SM,KC-0250,,MK-0730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL-0862,MA-0250,JS-3500,TL-0400,CW-1875
4288,702406,(2:57) (Shotgun) J.Cutler pass short left to A.Jeffery to PHI 13 for 2 yards (J.Mills).,CHI,PHI,PASS,6,46,1,2,57,0,3,3,3,2,7,85,5,2,,,Y,,,,,,,,JC-6200,Y,,SL,AJ-0430,,JM-4850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL-0862,MA-0250,JS-3500,TL-0400,CW-1875
4288,702407,(2:11) (Shotgun) J.Cutler pass incomplete short right to E.Royal (R.Brooks).,CHI,PHI,PASS,7,5,1,2,11,0,3,3,3,3,5,87,5,,,,Y,,,,,,,,JC-6200,,,SR,ER-0500,RB-3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL-0862,MA-0250,JS-3500,TL-0400,CW-1875
4288,702408,"(2:06) (Field Goal formation) C.Barth 31 yard field goal is No Good, Hit Left Upright, Center-P.Scales, Holder-P.O'Donnell.",CHI,PHI,FGXP,8,5,1,2,6,0,3,3,3,4,5,87,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FG,CB-0700,31,N,,,,,,,,,,,,,,,,,,
4288,702409,(2:01) C.Wentz pass short right to J.Matthews to PHI 25 for 4 yards (T.Porter).,PHI,CHI,PASS,1,41,1,2,1,3,0,3,3,1,10,21,2,4,Y,,,,,,,,,,CW-1425,Y,,SR,JM-1550,,TP-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP-2400,MT-1100,DG-1850,AB-0500,IS-0125
4288,702410,"(1:20) R.Mathews right guard to PHI 31 for 6 yards (A.Hicks). PENALTY on PHI-J.Peters, Offensive Holding, 10 yards, enforced at PHI 25 - No Play.",PHI,CHI,NOPL,1,30,1,1,20,3,0,3,3,2,6,25,2,,,,,,,,,,,,,,,,,,,,,,PHI,JP-2400,Offensive Holding,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP-2400,MT-1100,DG-1850,AB-0500,IS-0125
4288,702411,(:50) (Shotgun) D.Sproles left end to PHI 22 for 7 yards (B.Callahan).,PHI,CHI,RUSH,2,44,1,0,50,3,0,3,3,2,16,15,1,7,,,Y,,,DS-3300,,LE,BC-0150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP-2400,MT-1100,DG-1850,AB-0500,IS-0125
4288,702412,(:06) (Shotgun) C.Wentz pass incomplete short right to D.Green-Beckham.,PHI,CHI,PASS,3,5,1,0,6,3,0,3,3,3,9,22,2,,,,Y,,,,,,,,CW-1425,,,SR,DG-2650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP-2400,MT-1100,DG-1850,AB-0500,IS-0125
4288,702413,"(:01) (Punt formation) D.Jones punts 43 yards to CHI 35, Center-J.Dorenbos, fair catch by E.Royal.",CHI,PHI,PUNT,0,10,1,0,1,0,3,3,3,4,9,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DJ-2800,43,43,,ER-0500,,Y,,,,,,,,,,,
4288,702414,(15:00) J.Cutler pass short right to E.Royal pushed ob at CHI 43 for 8 yards (R.McLeod) [V.Curry].,CHI,PHI,PASS,1,40,2,15,0,0,3,3,3,1,10,35,2,8,Y,,,,,,,,,,JC-6200,Y,,SR,ER-0500,,RM-3050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL-0862,MA-0250,JS-3500,TL-0400,CW-1875
4288,702415,(14:20) K.Carey right end to CHI 44 for 1 yard (S.Tulloch).,CHI,PHI,RUSH,2,43,2,14,20,0,3,3,3,2,2,43,3,1,,,,,,KC-0250,,RE,ST-1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL-0862,MA-0250,JS-3500,TL-0400,CW-1875
4288,702416,(13:37) P.Lasike right guard to CHI 46 for 2 yards (V.Curry).,CHI,PHI,RUSH,3,45,2,13,37,0,3,3,3,3,1,44,3,2,Y,Y,,,,PL-0050,,RG,VC-0400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL-0862,MA-0250,JS-3500,TL-0400,CW-1875
