uid,gid,fpid,tname,drvn,obt,qtr,min,sec,yfog,plays,succ,rfd,pfd,ofd,ry,ra,py,pa,pc,peyf,peya,net,res
100345,4287,702313,GB,8,PUNT,3,5,37,14,10,4,2,1,0,19,5,26,5,3,18,0,73,DWNS
100346,4287,702325,MIN,8,DWNS,3,2,46,13,6,5,0,3,0,11,3,76,3,3,0,0,87,TD
100347,4287,702333,GB,9,KOFF,3,4,30,25,10,3,1,2,1,12,5,45,5,2,28,25,75,TD
100348,4287,702346,MIN,9,KOFF,4,2,9,44,3,0,0,0,0,-2,2,15,1,1,0,15,-2,PUNT
100349,4287,702350,GB,10,PUNT,4,3,39,15,8,4,1,3,0,14,3,27,5,3,0,0,41,FUM
100350,4287,702358,MIN,10,FUM,4,2,15,44,4,1,1,0,1,11,2,-9,2,0,0,5,2,PUNT
100351,4287,702364,GB,11,PUNT,4,2,48,9,9,3,1,2,0,10,1,26,8,3,0,0,36,INT
100352,4287,702373,MIN,11,INT,4,1,50,45,6,1,0,0,1,0,5,0,1,0,12,5,7,DWNS
100353,4288,702382,CHI,1,KOFF,1,1,23,24,3,0,0,0,0,0,1,-10,2,0,0,0,-10,PUNT
100354,4288,702386,PHI,1,PUNT,1,7,26,46,13,5,0,3,0,5,2,42,10,8,0,0,47,FG
100355,4288,702400,CHI,2,KOFF,1,4,10,25,8,3,0,3,0,2,1,70,6,5,0,10,62,MFG
100356,4288,702409,PHI,2,MFG,1,2,1,21,3,1,0,0,0,7,1,4,2,1,0,10,1,PUNT
100357,4288,702414,CHI,3,PUNT,2,3,44,35,6,4,2,1,0,4,4,57,2,2,4,0,65,TD
100358,4288,702423,PHI,3,KOFF,2,1,59,26,3,0,0,0,0,0,2,0,1,0,0,10,-10,PUNT
100359,4288,702428,CHI,4,PUNT,2,1,39,52,3,1,0,0,0,0,0,8,3,1,0,0,8,PUNT
100360,4288,702432,PHI,4,PUNT,2,5,11,12,11,4,0,3,0,9,5,54,5,3,14,0,77,FG
100361,4288,702444,CHI,5,KOFF,2,0,49,14,3,1,0,0,0,4,1,9,2,2,0,5,8,PUNT
100362,4288,702449,PHI,5,PUNT,2,1,38,27,8,3,0,2,0,0,0,38,7,3,0,0,38,FG
100363,4288,702459,PHI,6,KOFF,3,2,16,26,3,0,0,0,0,2,1,-7,2,0,0,5,-10,PUNT
100364,4288,702464,CHI,6,PUNT,3,1,58,29,4,3,1,2,0,16,1,8,3,2,0,0,24,FUM
100365,4288,702468,PHI,7,FUM,3,1,10,47,3,0,0,0,1,7,1,0,2,0,0,0,7,PUNT
100366,4288,702472,CHI,7,PUNT,3,4,12,11,8,6,2,0,0,35,7,0,1,0,0,0,35,PUNT
100367,4288,702481,PHI,8,PUNT,3,4,31,32,8,8,3,2,0,27,5,41,3,3,0,0,68,TD
100368,4288,702491,CHI,8,KOFF,3,0,17,24,1,0,0,0,0,0,0,0,1,0,0,0,0,INT
100369,4288,702492,PHI,9,INT,3,0,4,98,1,1,0,1,0,0,0,2,1,1,0,0,2,TD
100370,4288,702495,CHI,9,KOFF,3,1,51,25,5,3,1,2,0,-1,2,22,3,3,0,0,21,FUM
100371,4288,702500,PHI,10,FUM,4,3,5,54,6,3,3,0,1,45,5,0,1,0,1,0,46,TD
100372,4288,702509,CHI,10,KOFF,4,3,49,21,10,7,1,2,0,4,1,56,9,6,0,0,60,DWNS
100373,4288,702519,PHI,11,DWNS,4,1,39,19,3,0,0,0,0,-1,2,-1,1,1,0,5,-7,PUNT
100374,4288,702526,PHI,12,PUNT,4,5,8,49,9,3,2,1,1,-1,8,7,1,1,20,0,26,ENDQ
100375,4289,702537,HOU,1,KOFF,1,2,44,25,6,2,0,1,0,9,3,3,3,1,0,0,12,PUNT
100376,4289,702544,NE,1,PUNT,1,1,20,31,3,1,0,0,0,0,1,6,2,1,0,0,6,PUNT
100377,4289,702548,HOU,2,PUNT,1,3,57,11,7,3,1,1,0,18,5,18,2,1,0,0,36,PUNT
100378,4289,702556,NE,2,PUNT,1,4,58,20,10,7,1,1,1,25,5,37,4,3,12,0,74,FG
100379,4289,702568,NE,3,KOFF,1,0,7,78,1,1,1,0,0,27,1,0,0,0,0,5,22,TD
100380,4289,702572,HOU,3,KOFF,1,3,14,25,7,2,1,1,0,4,3,21,4,2,0,5,20,INT
100381,4289,702580,NE,4,INT,2,1,58,57,3,0,0,0,0,3,2,-6,1,0,0,0,-3,PUNT
100382,4289,702584,HOU,4,PUNT,2,3,27,10,7,3,1,1,0,7,3,21,4,2,0,0,28,PUNT
100383,4289,702592,NE,5,PUNT,2,3,22,18,6,2,0,1,0,9,4,16,2,1,0,5,20,PUNT
100384,4289,702600,HOU,5,PUNT,2,3,36,10,7,6,2,1,0,14,3,26,4,4,0,0,40,PUNT
100385,4289,702608,NE,6,PUNT,2,1,17,14,5,3,1,0,0,18,5,0,0,0,0,0,18,ENDQ
100386,4289,702614,NE,7,KOFF,3,6,48,22,13,8,2,2,0,38,8,33,4,3,0,0,71,FG
100387,4289,702628,NE,8,KOFF,3,2,31,79,6,3,2,0,0,8,4,6,2,1,7,0,21,TD
100388,4289,702638,HOU,6,KOFF,3,0,50,23,4,1,0,1,0,0,0,16,4,1,0,0,16,PUNT
100389,4289,702643,NE,9,PUNT,3,1,24,16,3,1,0,0,0,4,1,3,2,1,0,0,7,PUNT
100390,4289,702647,HOU,7,PUNT,3,4,15,20,9,6,1,2,0,3,2,41,7,6,0,0,44,DWNS
100391,4289,702656,NE,10,DWNS,4,0,45,36,3,0,0,0,0,1,1,0,2,0,0,0,1,PUNT
100392,4289,702660,HOU,8,PUNT,4,1,47,14,3,0,0,0,0,11,2,-10,1,0,0,4,-3,PUNT
100393,4289,702664,NE,11,PUNT,4,0,40,53,2,2,1,0,0,47,2,0,0,0,0,0,47,TD
100394,4289,702668,HOU,9,KOFF,4,2,41,25,7,4,1,0,0,15,2,15,5,3,0,0,30,DWNS
100395,4289,702675,NE,12,DWNS,4,1,38,46,3,0,0,0,0,0,2,2,1,1,0,0,2,PUNT
100396,4289,702679,HOU,10,PUNT,4,3,30,5,11,4,1,2,0,16,2,24,9,4,0,0,40,DWNS
100397,4289,702690,NE,13,DWNS,4,2,3,56,3,0,0,0,0,5,3,0,0,0,0,5,5,PUNT
100398,4289,702695,HOU,11,PUNT,4,1,8,4,2,1,0,0,0,12,2,0,0,0,0,0,12,ENDQ
